video_id,a,b,label,n_clips,state_cos,state_close,traj_cos,dyn_corr,turn_taking,joint_active
Vid-20260421-Wa0064,2,5,C,5,0.9672,0.6048,0.9657,0.5000,0.5000,0.5102
Vid-20260421-Wa0064,3,4,C,14,0.9916,0.7760,0.9823,0.6067,0.3991,0.3463
Vid-20260421-Wa0064,3,5,C,5,0.9954,0.8281,0.9950,0.5000,0.5000,0.8021
Vid-20260421-Wa0064,4,5,C,5,0.9638,0.5890,0.9636,0.5000,0.5000,0.6956
VID_ (1),1,2,C,14,0.9847,0.7130,0.9725,0.6011,0.3419,0.3359
VID_ (1),1,3,C,14,0.9033,0.4321,0.8857,0.5465,0.6989,0.3112
VID_ (1),1,4,C,14,0.9618,0.5874,0.9289,0.7199,0.3817,0.3876
VID_ (1),1,5,C,13,0.9912,0.7774,0.9784,0.8479,0.1681,0.4386
VID_ (1),1,9,N,3,0.7358,0.2390,0.7357,0.5000,0.5000,0.8756
VID_ (1),1,7,C,2,0.8403,0.3304,0.5000,0.5000,0.5000,0.5000
VID_ (1),1,15,C,4,0.9569,0.5631,0.9517,0.5000,0.5000,0.0000
VID_ (1),1,10,C,7,0.8560,0.3662,0.7950,0.5980,0.6104,0.3832
VID_ (1),1,17,C,4,0.9874,0.7316,0.9641,0.5000,0.5000,0.0000
VID_ (1),2,3,C,14,0.9456,0.5269,0.9271,0.5459,0.2716,0.3193
VID_ (1),2,4,C,14,0.9223,0.4635,0.9119,0.7046,0.3834,0.3732
VID_ (1),2,5,C,13,0.9829,0.6951,0.9585,0.6862,0.4371,0.4025
VID_ (1),2,7,C,4,0.9534,0.5510,0.9399,0.0018,1.0000,0.4303
VID_ (1),2,9,N,4,0.8633,0.3576,0.8615,0.5000,0.5000,0.0000
VID_ (1),2,10,C,9,0.9140,0.4522,0.8827,0.4310,0.4707,0.2699
VID_ (1),2,15,C,5,0.8889,0.3956,0.8886,0.5000,0.5000,0.7552
VID_ (1),2,17,C,5,0.9741,0.6385,0.9738,0.5000,0.5000,0.7366
VID_ (1),3,4,C,12,0.7494,0.2525,0.7414,0.5955,0.6288,0.3608
VID_ (1),3,5,C,12,0.9043,0.4401,0.8691,0.5193,0.5854,0.3691
VID_ (1),3,7,C,4,0.9643,0.5933,0.9554,0.4059,0.0784,0.3516
VID_ (1),3,9,N,4,0.9922,0.7823,0.9890,0.5000,0.5000,0.0000
VID_ (1),3,10,C,9,0.9873,0.7389,0.9105,0.6831,0.4558,0.4328
VID_ (1),3,17,C,5,0.9563,0.5624,0.9427,0.5000,0.5000,0.6801
VID_ (1),4,5,C,11,0.9559,0.5668,0.8913,0.6908,0.4742,0.4441
VID_ (1),4,7,C,3,0.8962,0.4108,0.8889,0.0496,0.5000,0.5213
VID_ (1),4,9,N,4,0.7486,0.2477,0.7482,0.5000,0.5000,0.0000
VID_ (1),4,10,C,9,0.6674,0.2114,0.6581,0.5735,0.5263,0.3502
VID_ (1),4,17,C,5,0.8787,0.3795,0.8786,0.5000,0.5000,0.8479
VID_ (1),5,7,C,4,0.8586,0.3539,0.8553,0.9175,0.0021,0.4878
VID_ (1),5,9,N,4,0.6740,0.2040,0.6739,0.5000,0.5000,0.0000
VID_ (1),5,10,C,9,0.9438,0.5270,0.9063,0.3693,0.5809,0.2464
VID_ (1),5,13,C,1,0.9608,0.5761,0.5000,0.5000,0.5000,0.5000
VID_ (1),5,15,C,3,0.7937,0.2836,0.7917,0.5000,0.5000,0.7394
VID_ (1),5,17,C,6,0.9626,0.5858,0.9578,0.6215,0.5096,0.2877
VID_ (1),7,9,N,4,0.9466,0.5271,0.9405,0.5000,0.5000,0.0000
VID_ (1),10,17,N,2,0.9042,0.4231,0.5000,0.5000,0.5000,0.5000
VID_ (1),2,13,C,1,0.9708,0.6212,0.5000,0.5000,0.5000,0.5000
VID_ (1),3,13,C,1,0.9153,0.4445,0.5000,0.5000,0.5000,0.5000
VID_ (1),3,15,C,1,0.8048,0.2922,0.5000,0.5000,0.5000,0.5000
VID_ (1),15,17,C,2,0.9033,0.4208,0.5000,0.5000,0.5000,0.5000
VID_ (12),1,2,N,9,0.9771,0.6588,0.9660,0.5805,0.5673,0.3608
VID_ (12),1,3,N,9,0.9923,0.7846,0.9855,0.4521,0.5899,0.4022
VID_ (12),1,4,N,6,0.9614,0.5847,0.9522,0.1717,0.7422,0.3417
VID_ (12),1,7,N,3,0.9478,0.5303,0.9451,0.5000,0.5000,0.6693
VID_ (12),1,8,N,3,0.8578,0.3511,0.8559,0.5000,0.5000,0.6655
VID_ (12),2,3,N,9,0.9929,0.7913,0.9897,0.3756,0.6213,0.4226
VID_ (12),2,4,N,6,0.9931,0.7945,0.9856,0.0569,0.9458,0.4220
VID_ (12),2,7,N,1,0.9970,0.8594,0.5000,0.5000,0.5000,0.5000
VID_ (12),2,8,N,4,0.9873,0.7311,0.9867,0.5000,0.5000,0.0000
VID_ (12),3,4,N,4,0.9831,0.6984,0.9769,0.8803,0.2873,0.5175
VID_ (12),3,8,N,4,0.9434,0.5159,0.9433,0.5000,0.5000,0.0000
VID_ (12),4,7,N,1,0.9910,0.7681,0.5000,0.5000,0.5000,0.5000
VID_ (15),1,2,N,12,0.9875,0.7354,0.9800,0.6978,0.3485,0.3387
VID_ (15),1,3,N,3,0.9845,0.7105,0.9772,0.9573,0.5000,0.6261
VID_ (15),1,4,N,11,0.9761,0.6514,0.9720,0.8238,0.2634,0.3975
VID_ (15),1,5,N,6,0.9381,0.5015,0.9340,0.2424,0.9194,0.2085
VID_ (16),1,2,C,11,0.9980,0.8829,0.9876,0.2974,0.5665,0.2159
VID_ (21),1,2,C,11,0.9212,0.4615,0.9102,0.3194,0.7314,0.2878
VID_ (21),1,3,C,7,0.9785,0.6666,0.9730,0.3883,0.6953,0.3800
VID_ (21),1,4,C,12,0.9834,0.7006,0.9763,0.4760,0.4555,0.3661
VID_ (21),1,5,C,8,0.9879,0.7372,0.9826,0.5136,0.5077,0.5131
VID_ (21),1,6,C,7,0.9843,0.7063,0.9835,0.5152,0.1170,0.5128
VID_ (21),2,3,C,6,0.8390,0.3289,0.8368,0.7045,0.3330,0.4764
VID_ (21),2,4,C,12,0.8738,0.3737,0.8691,0.4529,0.6315,0.3392
VID_ (21),2,5,C,8,0.8857,0.3911,0.8836,0.4255,0.6287,0.4564
VID_ (21),2,6,C,7,0.8312,0.3230,0.8230,0.1868,0.9275,0.3697
VID_ (21),3,4,C,10,0.9988,0.9071,0.9960,0.7352,0.3027,0.3662
VID_ (21),4,5,C,8,0.9981,0.8864,0.9962,0.8118,0.2727,0.5244
VID_ (21),3,5,C,1,0.9963,0.8451,0.5000,0.5000,0.5000,0.5000
VID_ (24),1,2,N,9,0.9712,0.6256,0.9651,0.6741,0.3194,0.4914
VID_ (24),1,4,N,9,0.9992,0.9226,0.9836,0.6249,0.3608,0.3602
VID_ (24),2,4,N,7,0.9752,0.6466,0.9707,0.2136,0.7352,0.3823
VID_ (25),1,2,N,14,0.9612,0.5827,0.9413,0.5996,0.7067,0.4788
VID_ (25),1,3,N,14,0.8409,0.3363,0.8285,0.5232,0.6173,0.4522
VID_ (25),1,4,N,14,0.9193,0.4598,0.9010,0.2091,0.6485,0.3765
VID_ (25),1,5,N,14,0.9244,0.4762,0.8831,0.4997,0.5263,0.3186
VID_ (25),1,6,N,14,0.9537,0.5583,0.9164,0.2896,0.7290,0.3363
VID_ (25),1,8,N,10,0.9057,0.4309,0.8972,0.7726,0.3938,0.3739
VID_ (25),1,9,N,3,0.9624,0.5842,0.9566,0.5000,0.5000,0.6893
VID_ (25),1,10,N,9,0.9872,0.7304,0.9823,0.3074,0.8941,0.3357
VID_ (25),1,11,N,7,0.9870,0.7291,0.9785,0.8237,0.1045,0.5317
VID_ (25),1,14,N,3,0.9911,0.7690,0.9908,0.5000,0.5000,0.6621
VID_ (25),2,3,C,14,0.9457,0.5232,0.9447,0.6576,0.5465,0.5434
VID_ (25),2,4,C,14,0.9862,0.7213,0.9848,0.3742,0.6308,0.4763
VID_ (25),2,5,C,14,0.8118,0.3036,0.8027,0.2959,0.6859,0.3256
VID_ (25),2,6,N,14,0.9963,0.8431,0.9856,0.4524,0.4464,0.4194
VID_ (25),2,7,N,14,0.9880,0.7390,0.9783,0.5085,0.5301,0.4599
VID_ (25),2,8,N,10,0.8923,0.4033,0.8859,0.5585,0.2879,0.4413
VID_ (25),2,9,C,3,0.9355,0.4928,0.9349,0.5000,0.5000,0.6774
VID_ (25),2,10,N,9,0.8583,0.3509,0.8572,0.5373,0.3795,0.4224
VID_ (25),2,11,C,7,0.9077,0.4291,0.9071,0.2978,0.6566,0.4522
VID_ (25),2,13,N,5,0.9931,0.7939,0.9876,0.5352,0.8085,0.3008
VID_ (25),2,14,C,3,0.9665,0.6004,0.9661,0.5000,0.5000,0.6621
VID_ (25),3,4,C,14,0.9807,0.6795,0.9799,0.3107,0.7216,0.4462
VID_ (25),3,5,C,14,0.6107,0.1804,0.6079,0.4118,0.6324,0.3435
VID_ (25),3,6,N,14,0.9543,0.5550,0.9455,0.3536,0.5670,0.4085
VID_ (25),3,7,N,14,0.9091,0.4354,0.9022,0.3778,0.7014,0.4317
VID_ (25),3,8,N,10,0.7162,0.2291,0.7136,0.4549,0.2646,0.4490
VID_ (25),3,9,C,3,0.8021,0.2898,0.8020,0.5000,0.5000,0.6927
VID_ (25),3,10,N,9,0.6834,0.2093,0.6828,0.5392,0.3176,0.3635
VID_ (25),3,11,C,7,0.7339,0.2381,0.7335,0.3463,0.9641,0.3933
VID_ (25),3,13,N,5,0.9404,0.5086,0.9362,0.1984,0.6977,0.3217
VID_ (25),3,14,C,3,0.8331,0.3207,0.8331,0.5000,0.5000,0.6621
VID_ (25),4,5,C,14,0.7245,0.2367,0.7184,0.2994,0.7969,0.3440
VID_ (25),4,6,N,13,0.9879,0.7381,0.9796,0.7556,0.2609,0.4652
VID_ (25),4,7,N,14,0.9646,0.5949,0.9580,0.4870,0.6036,0.4678
VID_ (25),4,8,N,10,0.8263,0.3156,0.8212,0.7683,0.5407,0.3594
VID_ (25),4,9,C,3,0.8931,0.4023,0.8927,0.5000,0.5000,0.6688
VID_ (25),4,10,N,9,0.7950,0.2840,0.7936,0.7321,0.1692,0.4473
VID_ (25),4,11,C,7,0.8291,0.3165,0.8284,0.3258,0.8578,0.4546
VID_ (25),4,13,N,5,0.9748,0.6440,0.9709,0.2749,0.9144,0.3050
VID_ (25),4,14,C,3,0.9010,0.4164,0.9010,0.5000,0.5000,0.6621
VID_ (25),5,6,N,13,0.8258,0.3205,0.8203,0.3059,0.5197,0.3334
VID_ (25),5,7,N,14,0.8717,0.3771,0.8639,0.5047,0.5915,0.3655
VID_ (25),5,8,N,10,0.9610,0.5786,0.9527,0.5572,0.5977,0.4041
VID_ (25),5,9,C,3,0.9252,0.4665,0.9251,0.5000,0.5000,0.8333
VID_ (25),5,10,N,9,0.9894,0.7526,0.9766,0.5295,0.6594,0.3882
VID_ (25),5,11,C,7,0.9958,0.8304,0.9759,0.1887,0.9428,0.3417
VID_ (25),5,13,N,5,0.8107,0.3046,0.7955,0.1946,0.7357,0.3054
VID_ (25),5,14,C,3,0.9661,0.5986,0.9652,0.5000,0.5000,0.6621
VID_ (25),6,7,N,14,0.9831,0.7009,0.9766,0.5614,0.4341,0.3679
VID_ (25),6,9,N,3,0.9835,0.6988,0.9827,0.5000,0.5000,0.7026
VID_ (25),6,8,N,1,0.9185,0.4511,0.5000,0.5000,0.5000,0.5000
VID_ (25),6,11,N,6,0.8443,0.3341,0.8432,0.3204,0.2899,0.5156
VID_ (25),6,13,N,5,0.9790,0.6694,0.9748,0.1985,0.8157,0.3255
VID_ (25),6,14,N,3,0.9126,0.4389,0.9126,0.5000,0.5000,0.6621
VID_ (25),7,8,N,9,0.9569,0.5629,0.9503,0.8332,0.2238,0.5389
VID_ (25),7,9,N,3,0.9814,0.6837,0.9802,0.5000,0.5000,0.8033
VID_ (25),7,10,N,8,0.8979,0.4132,0.8925,0.2844,0.8399,0.1984
VID_ (25),7,11,N,7,0.8806,0.3835,0.8777,0.4079,0.6232,0.2908
VID_ (25),7,14,N,3,0.9534,0.5510,0.9442,0.5000,0.5000,0.6621
VID_ (25),8,9,N,4,0.9847,0.7096,0.9760,0.5000,0.5000,0.0000
VID_ (25),10,11,N,2,0.9890,0.7468,0.5000,0.5000,0.5000,0.5000
VID_ (25),11,13,N,2,0.9103,0.4340,0.5000,0.5000,0.5000,0.5000
VID_ (25),13,14,N,3,0.9714,0.6257,0.9656,0.5000,0.5000,0.6621
VID_ (25),1,13,N,1,0.9985,0.8961,0.5000,0.5000,0.5000,0.5000
VID_ (26),1,2,C,14,0.8747,0.3797,0.8624,0.5389,0.5910,0.3176
VID_ (26),1,3,C,13,0.9864,0.7251,0.9740,0.4934,0.3152,0.4304
VID_ (26),1,4,N,4,0.9951,0.8228,0.9927,0.6576,0.0647,0.5203
VID_ (26),1,5,N,14,0.9948,0.8193,0.9918,0.4668,0.5237,0.3615
VID_ (26),1,6,C,14,0.9896,0.7536,0.9839,0.3364,0.5106,0.3475
VID_ (26),1,8,N,14,0.9923,0.7839,0.9899,0.7202,0.1513,0.2928
VID_ (26),1,10,N,5,0.9898,0.7552,0.9891,0.2895,0.9177,0.2499
VID_ (26),2,3,C,14,0.9413,0.5211,0.9086,0.3834,0.5431,0.3070
VID_ (26),2,4,N,4,0.8662,0.3639,0.8629,0.4703,0.1250,0.3772
VID_ (26),2,5,N,14,0.9091,0.4410,0.8903,0.3774,0.5991,0.2877
VID_ (26),2,6,C,14,0.9126,0.4488,0.8880,0.4140,0.5002,0.3096
VID_ (26),2,8,N,14,0.9113,0.4456,0.8860,0.4429,0.5593,0.2225
VID_ (26),2,10,N,5,0.9822,0.6912,0.9780,0.2778,0.9152,0.2032
VID_ (26),3,4,N,4,0.9982,0.8893,0.9938,0.7379,0.2666,0.4510
VID_ (26),3,5,N,14,0.9927,0.7896,0.9814,0.6616,0.3048,0.3877
VID_ (26),3,6,C,14,0.9887,0.7474,0.9677,0.6772,0.4526,0.4302
VID_ (26),3,8,N,14,0.9928,0.7912,0.9832,0.3773,0.4895,0.2359
VID_ (26),3,10,N,5,0.9989,0.9130,0.9919,0.1938,0.7592,0.3025
VID_ (26),4,5,N,4,0.9966,0.8508,0.9938,0.3850,0.7312,0.4678
VID_ (26),4,6,N,4,0.9915,0.7745,0.9797,0.4836,0.3908,0.4937
VID_ (26),4,8,N,3,0.9953,0.8274,0.9936,0.9264,0.5000,0.6598
VID_ (26),5,6,N,14,0.9946,0.8161,0.9872,0.6312,0.1938,0.3870
VID_ (26),5,8,N,14,0.9976,0.8730,0.9911,0.3075,0.6454,0.2261
VID_ (26),5,9,N,2,0.9930,0.7932,0.5000,0.5000,0.5000,0.5000
VID_ (26),5,10,N,5,0.9934,0.7980,0.9914,0.1947,0.7863,0.3013
VID_ (26),6,8,N,14,0.9948,0.8200,0.9869,0.4357,0.5527,0.2338
VID_ (26),6,9,N,2,0.9872,0.7302,0.5000,0.5000,0.5000,0.5000
VID_ (26),6,10,N,5,0.9912,0.7704,0.9888,0.1938,0.7660,0.3049
VID_ (26),8,9,N,1,0.9956,0.8307,0.5000,0.5000,0.5000,0.5000
VID_ (26),8,10,N,5,0.9960,0.8386,0.9953,0.2441,0.8990,0.2931
VID_ (27),1,2,N,14,0.9798,0.6742,0.9769,0.3884,0.3816,0.2407
VID_ (27),1,3,N,14,0.9957,0.8343,0.9905,0.5301,0.5961,0.2373
VID_ (27),1,4,N,12,0.9973,0.8656,0.9960,0.6316,0.2967,0.3490
VID_ (27),1,5,N,5,0.9935,0.7998,0.9846,0.6402,0.6075,0.5658
VID_ (27),1,6,N,14,0.9308,0.4821,0.9284,0.5026,0.3172,0.2468
VID_ (27),1,7,N,14,0.8642,0.3640,0.8532,0.4500,0.3754,0.2403
VID_ (27),1,10,N,8,0.9610,0.5779,0.9592,0.6238,0.3043,0.7427
VID_ (27),1,12,N,4,0.8831,0.3863,0.8827,0.5260,0.2121,0.4037
VID_ (27),1,14,N,7,0.9967,0.8517,0.9965,0.7548,0.3602,0.4753
VID_ (27),1,15,N,3,0.9985,0.8990,0.9985,0.5000,0.5000,0.8333
VID_ (27),1,17,N,3,0.9077,0.4293,0.9076,0.5000,0.5000,0.7255
VID_ (27),1,18,N,6,0.9817,0.6865,0.9810,0.5945,0.1169,0.3164
VID_ (27),2,3,N,14,0.9758,0.6506,0.9687,0.4643,0.4116,0.2319
VID_ (27),2,4,N,14,0.9828,0.6949,0.9787,0.7911,0.3554,0.2998
VID_ (27),2,5,C,6,0.9852,0.7152,0.9785,0.4471,0.7532,0.5032
VID_ (27),2,6,C,14,0.9837,0.7021,0.9738,0.6317,0.3696,0.2741
VID_ (27),2,7,C,13,0.9494,0.5386,0.9394,0.6640,0.4541,0.2831
VID_ (27),2,8,N,4,0.9823,0.6912,0.9803,0.5000,0.5000,0.0000
VID_ (27),2,10,C,7,0.9848,0.7103,0.9823,0.8187,0.1332,0.5603
VID_ (27),2,12,C,4,0.9462,0.5244,0.9451,0.8419,0.2108,0.5000
VID_ (27),2,13,N,19,0.9523,0.5454,0.9499,0.5622,0.6890,0.3278
VID_ (27),2,15,N,9,0.9715,0.6254,0.9700,0.7048,0.3888,0.3363
VID_ (27),2,17,C,3,0.9767,0.6534,0.9765,0.5000,0.5000,0.8536
VID_ (27),2,18,C,5,0.9914,0.7731,0.9906,0.5000,0.5000,0.5138
VID_ (27),2,19,N,3,0.9170,0.4492,0.9160,0.5000,0.5000,0.6856
VID_ (27),3,4,N,14,0.9933,0.7973,0.9898,0.3737,0.6444,0.2285
VID_ (27),3,5,N,3,0.9715,0.6271,0.9619,0.9169,0.5000,0.6131
VID_ (27),3,6,N,14,0.9338,0.4910,0.9293,0.5068,0.6775,0.2303
VID_ (27),3,7,N,13,0.8697,0.3730,0.8562,0.2767,0.5713,0.2090
VID_ (27),3,8,N,4,0.9971,0.8602,0.9965,0.5000,0.5000,0.0000
VID_ (27),3,10,N,8,0.9413,0.5116,0.9367,0.3962,0.6341,0.3263
VID_ (27),3,12,N,4,0.9135,0.4429,0.9105,0.5168,0.3585,0.4126
VID_ (27),3,13,N,19,0.9879,0.7369,0.9848,0.4497,0.4620,0.2865
VID_ (27),3,14,N,8,0.9943,0.8105,0.9928,0.2029,0.3964,0.4311
VID_ (27),3,15,N,9,0.9930,0.7930,0.9915,0.4763,0.2943,0.3908
VID_ (27),3,17,N,3,0.9220,0.4598,0.9216,0.5000,0.5000,0.7309
VID_ (27),3,18,N,5,0.9824,0.6919,0.9818,0.1957,0.7972,0.2922
VID_ (27),3,19,N,3,0.9928,0.7905,0.9926,0.5000,0.5000,0.8315
VID_ (27),4,5,N,4,0.9806,0.6806,0.9729,0.8306,0.4309,0.5858
VID_ (27),4,6,N,14,0.9365,0.4974,0.9332,0.4851,0.4688,0.2282
VID_ (27),4,7,N,14,0.8717,0.3745,0.8574,0.8687,0.3629,0.2668
VID_ (27),4,10,N,8,0.9534,0.5488,0.9526,0.4006,0.6137,0.4349
VID_ (27),4,8,N,2,0.9973,0.8666,0.5000,0.5000,0.5000,0.5000
VID_ (27),4,12,N,4,0.9036,0.4215,0.9032,0.7779,0.1256,0.5000
VID_ (27),4,14,N,7,0.9911,0.7693,0.9909,0.4715,0.7769,0.4816
VID_ (27),4,17,N,3,0.9312,0.4818,0.9312,0.5000,0.5000,0.8062
VID_ (27),4,18,N,6,0.9831,0.6969,0.9814,0.3177,0.9279,0.2140
VID_ (27),5,6,C,6,0.9066,0.4307,0.8974,0.4256,0.3853,0.2489
VID_ (27),5,7,C,7,0.8535,0.3515,0.8336,0.6428,0.3580,0.2130
VID_ (27),5,8,N,4,0.9879,0.7379,0.9785,0.5000,0.5000,0.0000
VID_ (27),5,10,C,4,0.9726,0.6329,0.9635,0.5000,0.5000,0.0000
VID_ (27),5,12,C,2,0.8624,0.3563,0.5000,0.5000,0.5000,0.5000
VID_ (27),5,13,N,3,0.9958,0.8348,0.9945,0.6853,0.5000,0.6423
VID_ (27),5,14,C,3,0.9978,0.8773,0.9972,0.2500,0.5000,0.5000
VID_ (27),5,15,N,2,0.9962,0.8434,0.5000,0.5000,0.5000,0.5000
VID_ (27),5,18,C,2,0.9614,0.5791,0.5000,0.5000,0.5000,0.5000
VID_ (27),5,19,N,1,0.9969,0.8565,0.5000,0.5000,0.5000,0.5000
VID_ (27),6,7,C,14,0.9820,0.6915,0.9634,0.4205,0.5665,0.2389
VID_ (27),6,8,N,4,0.9012,0.4178,0.8990,0.5000,0.5000,0.0000
VID_ (27),6,13,N,19,0.9138,0.4424,0.9127,0.5398,0.3261,0.3766
VID_ (27),6,14,C,7,0.9369,0.4973,0.9367,0.4914,0.6506,0.4490
VID_ (27),6,15,N,9,0.9346,0.4912,0.9336,0.7159,0.3237,0.3414
VID_ (27),6,19,N,3,0.9159,0.4466,0.9153,0.5000,0.5000,0.6790
VID_ (27),7,8,N,4,0.8741,0.3741,0.8703,0.5000,0.5000,0.0000
VID_ (27),7,10,C,8,0.9789,0.6680,0.9743,0.4327,0.6423,0.6346
VID_ (27),7,12,C,4,0.9916,0.7754,0.9887,0.3492,0.5492,0.3412
VID_ (27),7,13,N,19,0.8071,0.3015,0.7945,0.7446,0.3568,0.4273
VID_ (27),7,14,C,7,0.9033,0.4213,0.9020,0.8371,0.1120,0.5625
VID_ (27),7,15,N,9,0.8947,0.4072,0.8900,0.7884,0.2204,0.2912
VID_ (27),7,17,C,3,0.9944,0.8113,0.9935,0.5000,0.5000,0.7023
VID_ (27),7,18,C,6,0.8269,0.3157,0.8228,0.2988,0.7655,0.2860
VID_ (27),7,19,N,3,0.6382,0.1888,0.6370,0.5000,0.5000,0.6716
VID_ (27),8,10,N,3,0.9494,0.5350,0.9485,0.5000,0.5000,0.6631
VID_ (27),12,13,N,5,0.8545,0.3462,0.8538,0.7682,0.3592,0.5081
VID_ (27),12,14,C,4,0.8750,0.3742,0.8745,0.5000,0.5000,0.5000
VID_ (27),12,15,N,4,0.8802,0.3819,0.8797,0.5000,0.5000,0.5000
VID_ (27),13,14,N,7,0.9974,0.8675,0.9972,0.5434,0.8864,0.5046
VID_ (27),13,17,N,5,0.8859,0.3907,0.8858,0.5000,0.5000,0.8094
VID_ (27),13,18,N,5,0.9635,0.5878,0.9631,0.3743,0.9088,0.2732
VID_ (27),14,15,N,5,0.9985,0.8985,0.9983,0.8264,0.1832,0.4801
VID_ (27),14,17,C,3,0.8995,0.4139,0.8994,0.5000,0.5000,0.6609
VID_ (27),15,17,N,4,0.9007,0.4161,0.9005,0.5000,0.5000,0.0000
VID_ (27),18,19,N,3,0.9643,0.5915,0.9640,0.5000,0.5000,0.6624
VID_ (28),1,4,C,10,0.9953,0.8268,0.9913,0.6194,0.6508,0.4039
VID_ (28),1,6,C,27,0.9976,0.8725,0.9962,0.5198,0.6437,0.3815
VID_ (28),1,2,C,13,0.9982,0.8881,0.9972,0.4841,0.5682,0.3053
VID_ (28),1,5,C,15,0.9945,0.8137,0.9915,0.4658,0.5802,0.4917
VID_ (28),1,8,C,4,0.9968,0.8536,0.9966,0.7273,0.1140,0.4736
VID_ (28),1,10,C,3,0.9978,0.8766,0.9968,0.5000,0.5000,0.6713
VID_ (28),1,11,C,1,0.9889,0.7465,0.5000,0.5000,0.5000,0.5000
VID_ (28),2,4,C,11,0.9972,0.8630,0.9919,0.7118,0.4829,0.5066
VID_ (28),2,6,C,28,0.9981,0.8873,0.9970,0.5019,0.6379,0.4399
VID_ (28),2,5,C,17,0.9965,0.8495,0.9937,0.3150,0.7014,0.4523
VID_ (28),2,10,C,3,0.9986,0.9015,0.9986,0.5000,0.5000,0.8299
VID_ (28),4,6,C,13,0.9957,0.8336,0.9875,0.2050,0.7073,0.3601
VID_ (28),4,8,C,2,0.9944,0.8129,0.5000,0.5000,0.5000,0.5000
VID_ (28),5,6,C,15,0.9938,0.8035,0.9901,0.5171,0.8186,0.4229
VID_ (28),5,8,C,5,0.9944,0.8122,0.9928,0.2121,0.8586,0.2600
VID_ (28),6,8,C,7,0.9955,0.8301,0.9944,0.2786,0.7701,0.4119
VID_ (28),2,9,C,1,0.9892,0.7492,0.5000,0.5000,0.5000,0.5000
VID_ (28),6,9,C,1,0.9893,0.7497,0.5000,0.5000,0.5000,0.5000
VID_ (28),9,10,C,1,0.9880,0.7372,0.5000,0.5000,0.5000,0.5000
VID_ (29),1,2,C,16,0.9940,0.8066,0.9921,0.6247,0.3639,0.3978
VID_ (29),1,3,C,16,0.9929,0.7917,0.9913,0.5065,0.4896,0.3002
VID_ (29),1,4,C,15,0.9893,0.7510,0.9865,0.8353,0.4591,0.3668
VID_ (29),1,5,C,1,0.8434,0.3322,0.5000,0.5000,0.5000,0.5000
VID_ (29),2,3,C,16,0.9924,0.7848,0.9872,0.7065,0.3997,0.3960
