video_id,video_file,track_id,video_frame,sample_idx,frame_path
VID_1,VID_1.mp4,4,405,27,custom_dataset\processed\VID_1\004\frame_0027.jpg
VID_1,VID_1.mp4,4,420,28,custom_dataset\processed\VID_1\004\frame_0028.jpg
VID_1,VID_1.mp4,4,435,29,custom_dataset\processed\VID_1\004\frame_0029.jpg
VID_1,VID_1.mp4,4,450,30,custom_dataset\processed\VID_1\004\frame_0030.jpg
VID_1,VID_1.mp4,5,0,0,custom_dataset\processed\VID_1\005\frame_0000.jpg
VID_1,VID_1.mp4,5,15,1,custom_dataset\processed\VID_1\005\frame_0001.jpg
VID_1,VID_1.mp4,5,30,2,custom_dataset\processed\VID_1\005\frame_0002.jpg
VID_1,VID_1.mp4,5,45,3,custom_dataset\processed\VID_1\005\frame_0003.jpg
VID_1,VID_1.mp4,5,60,4,custom_dataset\processed\VID_1\005\frame_0004.jpg
VID_1,VID_1.mp4,5,75,5,custom_dataset\processed\VID_1\005\frame_0005.jpg
VID_1,VID_1.mp4,5,105,7,custom_dataset\processed\VID_1\005\frame_0007.jpg
VID_1,VID_1.mp4,5,150,10,custom_dataset\processed\VID_1\005\frame_0010.jpg
VID_1,VID_1.mp4,5,165,11,custom_dataset\processed\VID_1\005\frame_0011.jpg
VID_1,VID_1.mp4,5,180,12,custom_dataset\processed\VID_1\005\frame_0012.jpg
VID_1,VID_1.mp4,7,0,0,custom_dataset\processed\VID_1\007\frame_0000.jpg
VID_1,VID_1.mp4,7,0,0,custom_dataset\processed\VID_1\007\frame_0000.jpg
VID_1,VID_1.mp4,7,15,1,custom_dataset\processed\VID_1\007\frame_0001.jpg
VID_1,VID_1.mp4,7,45,3,custom_dataset\processed\VID_1\007\frame_0003.jpg
VID_1,VID_1.mp4,7,60,4,custom_dataset\processed\VID_1\007\frame_0004.jpg
VID_1,VID_1.mp4,7,75,5,custom_dataset\processed\VID_1\007\frame_0005.jpg
VID_1,VID_1.mp4,7,90,6,custom_dataset\processed\VID_1\007\frame_0006.jpg
VID_1,VID_1.mp4,7,105,7,custom_dataset\processed\VID_1\007\frame_0007.jpg
VID_1,VID_1.mp4,7,120,8,custom_dataset\processed\VID_1\007\frame_0008.jpg
VID_1,VID_1.mp4,7,135,9,custom_dataset\processed\VID_1\007\frame_0009.jpg
VID_1,VID_1.mp4,7,150,10,custom_dataset\processed\VID_1\007\frame_0010.jpg
VID_1,VID_1.mp4,7,165,11,custom_dataset\processed\VID_1\007\frame_0011.jpg
VID_1,VID_1.mp4,7,180,12,custom_dataset\processed\VID_1\007\frame_0012.jpg
VID_1,VID_1.mp4,7,195,13,custom_dataset\processed\VID_1\007\frame_0013.jpg
VID_1,VID_1.mp4,7,210,14,custom_dataset\processed\VID_1\007\frame_0014.jpg
VID_1,VID_1.mp4,7,225,15,custom_dataset\processed\VID_1\007\frame_0015.jpg
VID_1,VID_1.mp4,7,240,16,custom_dataset\processed\VID_1\007\frame_0016.jpg
VID_1,VID_1.mp4,7,255,17,custom_dataset\processed\VID_1\007\frame_0017.jpg
VID_1,VID_1.mp4,7,270,18,custom_dataset\processed\VID_1\007\frame_0018.jpg
VID_1,VID_1.mp4,7,285,19,custom_dataset\processed\VID_1\007\frame_0019.jpg
VID_1,VID_1.mp4,7,300,20,custom_dataset\processed\VID_1\007\frame_0020.jpg
VID_1,VID_1.mp4,7,315,21,custom_dataset\processed\VID_1\007\frame_0021.jpg
VID_1,VID_1.mp4,7,330,22,custom_dataset\processed\VID_1\007\frame_0022.jpg
VID_1,VID_1.mp4,7,345,23,custom_dataset\processed\VID_1\007\frame_0023.jpg
VID_1,VID_1.mp4,7,360,24,custom_dataset\processed\VID_1\007\frame_0024.jpg
VID_1,VID_1.mp4,7,375,25,custom_dataset\processed\VID_1\007\frame_0025.jpg
VID_1,VID_1.mp4,7,390,26,custom_dataset\processed\VID_1\007\frame_0026.jpg
VID_1,VID_1.mp4,7,405,27,custom_dataset\processed\VID_1\007\frame_0027.jpg
VID_1,VID_1.mp4,7,420,28,custom_dataset\processed\VID_1\007\frame_0028.jpg
VID_1,VID_1.mp4,7,435,29,custom_dataset\processed\VID_1\007\frame_0029.jpg
VID_1,VID_1.mp4,7,450,30,custom_dataset\processed\VID_1\007\frame_0030.jpg
VID_1,VID_1.mp4,11,75,5,custom_dataset\processed\VID_1\011\frame_0005.jpg
VID_1,VID_1.mp4,11,120,8,custom_dataset\processed\VID_1\011\frame_0008.jpg
VID_1,VID_1.mp4,11,135,9,custom_dataset\processed\VID_1\011\frame_0009.jpg
VID_1,VID_1.mp4,11,150,10,custom_dataset\processed\VID_1\011\frame_0010.jpg
VID_1,VID_1.mp4,11,165,11,custom_dataset\processed\VID_1\011\frame_0011.jpg
VID_1,VID_1.mp4,11,180,12,custom_dataset\processed\VID_1\011\frame_0012.jpg
VID_1,VID_1.mp4,11,195,13,custom_dataset\processed\VID_1\011\frame_0013.jpg
VID_1,VID_1.mp4,11,210,14,custom_dataset\processed\VID_1\011\frame_0014.jpg
VID_1,VID_1.mp4,16,210,14,custom_dataset\processed\VID_1\016\frame_0014.jpg
VID_1,VID_1.mp4,16,225,15,custom_dataset\processed\VID_1\016\frame_0015.jpg
VID_1,VID_1.mp4,16,240,16,custom_dataset\processed\VID_1\016\frame_0016.jpg
VID_1,VID_1.mp4,16,255,17,custom_dataset\processed\VID_1\016\frame_0017.jpg
VID_1,VID_1.mp4,16,270,18,custom_dataset\processed\VID_1\016\frame_0018.jpg
VID_1,VID_1.mp4,16,285,19,custom_dataset\processed\VID_1\016\frame_0019.jpg
VID_1,VID_1.mp4,16,300,20,custom_dataset\processed\VID_1\016\frame_0020.jpg
VID_1,VID_1.mp4,16,315,21,custom_dataset\processed\VID_1\016\frame_0021.jpg
VID_1,VID_1.mp4,16,330,22,custom_dataset\processed\VID_1\016\frame_0022.jpg
VID_1,VID_1.mp4,16,345,23,custom_dataset\processed\VID_1\016\frame_0023.jpg
VID_1,VID_1.mp4,16,360,24,custom_dataset\processed\VID_1\016\frame_0024.jpg
VID_1,VID_1.mp4,16,375,25,custom_dataset\processed\VID_1\016\frame_0025.jpg
VID_1,VID_1.mp4,16,390,26,custom_dataset\processed\VID_1\016\frame_0026.jpg
VID_1,VID_1.mp4,17,210,14,custom_dataset\processed\VID_1\017\frame_0014.jpg
VID_1,VID_1.mp4,17,225,15,custom_dataset\processed\VID_1\017\frame_0015.jpg
VID_1,VID_1.mp4,17,285,19,custom_dataset\processed\VID_1\017\frame_0019.jpg
VID_1,VID_1.mp4,17,300,20,custom_dataset\processed\VID_1\017\frame_0020.jpg
VID_1,VID_1.mp4,17,345,23,custom_dataset\processed\VID_1\017\frame_0023.jpg
VID_1,VID_1.mp4,17,375,25,custom_dataset\processed\VID_1\017\frame_0025.jpg
VID_1,VID_1.mp4,17,405,27,custom_dataset\processed\VID_1\017\frame_0027.jpg
VID_1,VID_1.mp4,17,420,28,custom_dataset\processed\VID_1\017\frame_0028.jpg
VID_1,VID_1.mp4,17,435,29,custom_dataset\processed\VID_1\017\frame_0029.jpg
VID_1,VID_1.mp4,17,450,30,custom_dataset\processed\VID_1\017\frame_0030.jpg
VID_1,VID_1.mp4,20,300,20,custom_dataset\processed\VID_1\020\frame_0020.jpg
VID_1,VID_1.mp4,20,330,22,custom_dataset\processed\VID_1\020\frame_0022.jpg
VID_1,VID_1.mp4,20,345,23,custom_dataset\processed\VID_1\020\frame_0023.jpg
VID_1,VID_1.mp4,20,360,24,custom_dataset\processed\VID_1\020\frame_0024.jpg
VID_1,VID_1.mp4,20,375,25,custom_dataset\processed\VID_1\020\frame_0025.jpg
VID_1,VID_1.mp4,20,390,26,custom_dataset\processed\VID_1\020\frame_0026.jpg
VID_1,VID_1.mp4,20,405,27,custom_dataset\processed\VID_1\020\frame_0027.jpg
VID_1,VID_1.mp4,20,420,28,custom_dataset\processed\VID_1\020\frame_0028.jpg
VID_1,VID_1.mp4,20,435,29,custom_dataset\processed\VID_1\020\frame_0029.jpg
VID_1,VID_1.mp4,20,450,30,custom_dataset\processed\VID_1\020\frame_0030.jpg
VID_10,VID_10.mp4,1,0,0,custom_dataset\processed\VID_10\001\frame_0000.jpg
VID_10,VID_10.mp4,1,15,1,custom_dataset\processed\VID_10\001\frame_0001.jpg
VID_10,VID_10.mp4,1,30,2,custom_dataset\processed\VID_10\001\frame_0002.jpg
VID_10,VID_10.mp4,1,45,3,custom_dataset\processed\VID_10\001\frame_0003.jpg
VID_10,VID_10.mp4,1,60,4,custom_dataset\processed\VID_10\001\frame_0004.jpg
VID_10,VID_10.mp4,1,75,5,custom_dataset\processed\VID_10\001\frame_0005.jpg
VID_10,VID_10.mp4,1,90,6,custom_dataset\processed\VID_10\001\frame_0006.jpg
VID_10,VID_10.mp4,1,105,7,custom_dataset\processed\VID_10\001\frame_0007.jpg
VID_10,VID_10.mp4,1,120,8,custom_dataset\processed\VID_10\001\frame_0008.jpg
VID_10,VID_10.mp4,1,135,9,custom_dataset\processed\VID_10\001\frame_0009.jpg
VID_10,VID_10.mp4,1,150,10,custom_dataset\processed\VID_10\001\frame_0010.jpg
VID_10,VID_10.mp4,1,165,11,custom_dataset\processed\VID_10\001\frame_0011.jpg
VID_10,VID_10.mp4,1,180,12,custom_dataset\processed\VID_10\001\frame_0012.jpg
VID_10,VID_10.mp4,1,195,13,custom_dataset\processed\VID_10\001\frame_0013.jpg
VID_10,VID_10.mp4,1,210,14,custom_dataset\processed\VID_10\001\frame_0014.jpg
VID_10,VID_10.mp4,1,225,15,custom_dataset\processed\VID_10\001\frame_0015.jpg
VID_10,VID_10.mp4,1,240,16,custom_dataset\processed\VID_10\001\frame_0016.jpg
VID_10,VID_10.mp4,1,255,17,custom_dataset\processed\VID_10\001\frame_0017.jpg
VID_10,VID_10.mp4,1,270,18,custom_dataset\processed\VID_10\001\frame_0018.jpg
VID_10,VID_10.mp4,1,285,19,custom_dataset\processed\VID_10\001\frame_0019.jpg
VID_10,VID_10.mp4,1,300,20,custom_dataset\processed\VID_10\001\frame_0020.jpg
VID_10,VID_10.mp4,1,315,21,custom_dataset\processed\VID_10\001\frame_0021.jpg
VID_10,VID_10.mp4,1,330,22,custom_dataset\processed\VID_10\001\frame_0022.jpg
VID_10,VID_10.mp4,1,345,23,custom_dataset\processed\VID_10\001\frame_0023.jpg
VID_10,VID_10.mp4,1,360,24,custom_dataset\processed\VID_10\001\frame_0024.jpg
VID_10,VID_10.mp4,1,375,25,custom_dataset\processed\VID_10\001\frame_0025.jpg
VID_10,VID_10.mp4,1,390,26,custom_dataset\processed\VID_10\001\frame_0026.jpg
VID_10,VID_10.mp4,1,405,27,custom_dataset\processed\VID_10\001\frame_0027.jpg
VID_10,VID_10.mp4,1,420,28,custom_dataset\processed\VID_10\001\frame_0028.jpg
VID_10,VID_10.mp4,1,435,29,custom_dataset\processed\VID_10\001\frame_0029.jpg
VID_10,VID_10.mp4,1,450,30,custom_dataset\processed\VID_10\001\frame_0030.jpg
VID_10,VID_10.mp4,1,465,31,custom_dataset\processed\VID_10\001\frame_0031.jpg
VID_10,VID_10.mp4,1,480,32,custom_dataset\processed\VID_10\001\frame_0032.jpg
VID_10,VID_10.mp4,1,495,33,custom_dataset\processed\VID_10\001\frame_0033.jpg
VID_10,VID_10.mp4,1,510,34,custom_dataset\processed\VID_10\001\frame_0034.jpg
VID_10,VID_10.mp4,1,525,35,custom_dataset\processed\VID_10\001\frame_0035.jpg
VID_10,VID_10.mp4,1,540,36,custom_dataset\processed\VID_10\001\frame_0036.jpg
VID_10,VID_10.mp4,1,555,37,custom_dataset\processed\VID_10\001\frame_0037.jpg
VID_10,VID_10.mp4,1,570,38,custom_dataset\processed\VID_10\001\frame_0038.jpg
VID_10,VID_10.mp4,1,585,39,custom_dataset\processed\VID_10\001\frame_0039.jpg
VID_10,VID_10.mp4,1,600,40,custom_dataset\processed\VID_10\001\frame_0040.jpg
VID_10,VID_10.mp4,1,615,41,custom_dataset\processed\VID_10\001\frame_0041.jpg
VID_10,VID_10.mp4,1,630,42,custom_dataset\processed\VID_10\001\frame_0042.jpg
VID_10,VID_10.mp4,1,645,43,custom_dataset\processed\VID_10\001\frame_0043.jpg
VID_10,VID_10.mp4,2,0,0,custom_dataset\processed\VID_10\002\frame_0000.jpg
VID_10,VID_10.mp4,2,15,1,custom_dataset\processed\VID_10\002\frame_0001.jpg
VID_10,VID_10.mp4,2,30,2,custom_dataset\processed\VID_10\002\frame_0002.jpg
VID_10,VID_10.mp4,2,45,3,custom_dataset\processed\VID_10\002\frame_0003.jpg
VID_10,VID_10.mp4,2,60,4,custom_dataset\processed\VID_10\002\frame_0004.jpg
VID_10,VID_10.mp4,2,75,5,custom_dataset\processed\VID_10\002\frame_0005.jpg
VID_10,VID_10.mp4,2,90,6,custom_dataset\processed\VID_10\002\frame_0006.jpg
VID_10,VID_10.mp4,2,105,7,custom_dataset\processed\VID_10\002\frame_0007.jpg
VID_10,VID_10.mp4,2,120,8,custom_dataset\processed\VID_10\002\frame_0008.jpg
VID_10,VID_10.mp4,2,135,9,custom_dataset\processed\VID_10\002\frame_0009.jpg
VID_10,VID_10.mp4,2,150,10,custom_dataset\processed\VID_10\002\frame_0010.jpg
VID_10,VID_10.mp4,2,165,11,custom_dataset\processed\VID_10\002\frame_0011.jpg
VID_10,VID_10.mp4,2,180,12,custom_dataset\processed\VID_10\002\frame_0012.jpg
VID_10,VID_10.mp4,2,195,13,custom_dataset\processed\VID_10\002\frame_0013.jpg
VID_10,VID_10.mp4,2,210,14,custom_dataset\processed\VID_10\002\frame_0014.jpg
VID_10,VID_10.mp4,2,225,15,custom_dataset\processed\VID_10\002\frame_0015.jpg
VID_10,VID_10.mp4,2,240,16,custom_dataset\processed\VID_10\002\frame_0016.jpg
VID_10,VID_10.mp4,2,255,17,custom_dataset\processed\VID_10\002\frame_0017.jpg
VID_10,VID_10.mp4,2,270,18,custom_dataset\processed\VID_10\002\frame_0018.jpg
VID_10,VID_10.mp4,2,285,19,custom_dataset\processed\VID_10\002\frame_0019.jpg
VID_10,VID_10.mp4,2,300,20,custom_dataset\processed\VID_10\002\frame_0020.jpg
VID_10,VID_10.mp4,2,315,21,custom_dataset\processed\VID_10\002\frame_0021.jpg
VID_10,VID_10.mp4,2,330,22,custom_dataset\processed\VID_10\002\frame_0022.jpg
VID_10,VID_10.mp4,2,345,23,custom_dataset\processed\VID_10\002\frame_0023.jpg
VID_10,VID_10.mp4,2,360,24,custom_dataset\processed\VID_10\002\frame_0024.jpg
VID_10,VID_10.mp4,2,375,25,custom_dataset\processed\VID_10\002\frame_0025.jpg
VID_10,VID_10.mp4,2,390,26,custom_dataset\processed\VID_10\002\frame_0026.jpg
VID_10,VID_10.mp4,2,405,27,custom_dataset\processed\VID_10\002\frame_0027.jpg
VID_10,VID_10.mp4,2,420,28,custom_dataset\processed\VID_10\002\frame_0028.jpg
VID_10,VID_10.mp4,2,435,29,custom_dataset\processed\VID_10\002\frame_0029.jpg
VID_10,VID_10.mp4,2,450,30,custom_dataset\processed\VID_10\002\frame_0030.jpg
VID_10,VID_10.mp4,2,465,31,custom_dataset\processed\VID_10\002\frame_0031.jpg
VID_10,VID_10.mp4,2,480,32,custom_dataset\processed\VID_10\002\frame_0032.jpg
VID_10,VID_10.mp4,2,495,33,custom_dataset\processed\VID_10\002\frame_0033.jpg
VID_10,VID_10.mp4,2,510,34,custom_dataset\processed\VID_10\002\frame_0034.jpg
VID_10,VID_10.mp4,2,525,35,custom_dataset\processed\VID_10\002\frame_0035.jpg
VID_10,VID_10.mp4,2,540,36,custom_dataset\processed\VID_10\002\frame_0036.jpg
VID_10,VID_10.mp4,2,555,37,custom_dataset\processed\VID_10\002\frame_0037.jpg
VID_10,VID_10.mp4,2,570,38,custom_dataset\processed\VID_10\002\frame_0038.jpg
VID_10,VID_10.mp4,2,585,39,custom_dataset\processed\VID_10\002\frame_0039.jpg
VID_10,VID_10.mp4,2,600,40,custom_dataset\processed\VID_10\002\frame_0040.jpg
VID_10,VID_10.mp4,2,615,41,custom_dataset\processed\VID_10\002\frame_0041.jpg
VID_10,VID_10.mp4,2,630,42,custom_dataset\processed\VID_10\002\frame_0042.jpg
VID_10,VID_10.mp4,2,645,43,custom_dataset\processed\VID_10\002\frame_0043.jpg
VID_10,VID_10.mp4,3,0,0,custom_dataset\processed\VID_10\003\frame_0000.jpg
VID_10,VID_10.mp4,3,15,1,custom_dataset\processed\VID_10\003\frame_0001.jpg
VID_10,VID_10.mp4,3,30,2,custom_dataset\processed\VID_10\003\frame_0002.jpg
