clip_id,label,annotated_at
VID_13_003_C07,N,21-05-2026 17:41
VID_13_003_C08,N,21-05-2026 17:41
VID_13_004_C00,E,21-05-2026 17:41
VID_13_004_C01,E,21-05-2026 17:41
VID_13_004_C02,E,21-05-2026 17:41
VID_13_004_C03,E,21-05-2026 17:41
VID_13_004_C04,E,21-05-2026 17:52
VID_13_004_C05,E,21-05-2026 17:52
VID_13_004_C06,E,21-05-2026 17:52
VID_13_004_C07,E,21-05-2026 17:52
VID_13_005_C00,S,21-05-2026 17:52
VID_13_005_C01,S,21-05-2026 17:52
VID_13_005_C02,S,21-05-2026 17:52
VID_13_005_C03,S,21-05-2026 17:52
VID_13_005_C04,S,21-05-2026 17:52
VID_13_005_C05,S,21-05-2026 17:52
VID_13_005_C06,S,21-05-2026 17:52
VID_13_006_C00,E,21-05-2026 17:52
VID_13_006_C01,E,21-05-2026 17:52
VID_13_006_C02,E,21-05-2026 17:52
VID_13_006_C03,E,21-05-2026 17:52
VID_13_006_C04,E,21-05-2026 17:52
VID_13_006_C05,E,21-05-2026 17:52
VID_13_006_C06,E,21-05-2026 17:52
VID_13_007_C00,S,21-05-2026 17:53
VID_13_007_C01,S,21-05-2026 17:53
VID_13_007_C02,S,21-05-2026 17:53
VID_13_007_C03,S,21-05-2026 17:53
VID_13_007_C04,S,21-05-2026 17:53
VID_13_007_C05,S,21-05-2026 17:53
VID_13_007_C06,S,21-05-2026 17:53
VID_13_007_C07,S,21-05-2026 17:53
VID_13_007_C08,S,21-05-2026 17:53
VID_13_008_C00,S,21-05-2026 18:01
VID_13_008_C01,S,21-05-2026 18:09
VID_13_008_C02,S,21-05-2026 18:17
VID_13_008_C03,S,21-05-2026 18:17
VID_13_008_C04,S,21-05-2026 18:17
VID_13_008_C05,S,21-05-2026 18:17
VID_13_008_C06,S,21-05-2026 18:18
VID_13_008_C07,S,21-05-2026 18:18
VID_13_008_C08,S,21-05-2026 18:18
VID_13_012_C00,S,21-05-2026 18:19
VID_13_012_C01,E,21-05-2026 18:19
VID_13_012_C02,E,21-05-2026 18:19
VID_13_012_C03,E,21-05-2026 18:20
VID_13_016_C00,E,21-05-2026 18:20
VID_13_022_C00,E,21-05-2026 18:20
VID_13_022_C01,E,21-05-2026 18:20
VID_13_022_C02,E,21-05-2026 18:20
VID_13_024_C00,E,21-05-2026 18:21
VID_13_024_C01,E,21-05-2026 18:21
VID_13_025_C00,E,21-05-2026 18:22
VID_14_001_C00,N,21-05-2026 18:22
VID_14_001_C01,N,21-05-2026 18:22
VID_14_001_C02,N,21-05-2026 18:22
VID_14_001_C03,N,21-05-2026 18:22
VID_14_001_C04,N,21-05-2026 18:22
VID_14_001_C05,N,21-05-2026 18:22
VID_14_002_C00,E,21-05-2026 18:22
VID_14_002_C01,E,21-05-2026 18:22
VID_14_002_C02,E,21-05-2026 18:23
VID_14_002_C03,E,21-05-2026 18:23
VID_14_002_C04,E,21-05-2026 18:23
VID_14_002_C05,E,21-05-2026 18:23
VID_14_002_C06,E,21-05-2026 18:23
VID_14_002_C07,E,21-05-2026 18:25
VID_14_003_C00,E,21-05-2026 18:25
VID_14_004_C00,S,21-05-2026 18:27
VID_14_004_C01,S,21-05-2026 18:27
VID_14_004_C02,S,21-05-2026 18:27
VID_14_004_C03,S,21-05-2026 18:27
VID_14_004_C04,S,21-05-2026 18:27
VID_14_004_C05,S,21-05-2026 18:27
VID_14_004_C06,S,21-05-2026 18:27
VID_14_005_C00,E,21-05-2026 18:27
VID_14_006_C00,S,21-05-2026 18:27
VID_14_007_C00,S,21-05-2026 18:27
VID_14_007_C01,S,21-05-2026 18:27
VID_14_010_C00,S,21-05-2026 18:27
VID_14_014_C00,S,21-05-2026 18:27
VID_14_014_C01,S,21-05-2026 18:27
VID_14_014_C02,S,21-05-2026 18:27
VID_14_014_C03,S,21-05-2026 18:27
VID_14_014_C04,S,21-05-2026 18:27
VID_14_014_C05,S,21-05-2026 18:27
VID_14_015_C00,E,21-05-2026 18:27
VID_14_015_C01,E,21-05-2026 18:27
VID_14_017_C00,E,21-05-2026 18:28
VID_14_017_C01,E,21-05-2026 18:28
VID_14_017_C02,E,21-05-2026 18:28
VID_14_017_C03,E,21-05-2026 18:28
VID_14_017_C04,E,21-05-2026 18:28
VID_14_017_C05,E,21-05-2026 18:28
VID_14_017_C06,E,21-05-2026 18:28
VID_14_019_C00,E,21-05-2026 18:29
VID_14_019_C01,S,21-05-2026 18:29
VID_14_019_C02,E,21-05-2026 18:29
VID_14_019_C03,E,21-05-2026 18:29
VID_14_020_C00,S,21-05-2026 18:29
VID_14_020_C01,S,21-05-2026 18:29
VID_14_020_C02,S,21-05-2026 18:29
VID_14_020_C03,S,21-05-2026 18:29
VID_14_025_C00,E,21-05-2026 18:32
VID_14_029_C00,N,21-05-2026 18:32
VID_14_029_C01,N,21-05-2026 18:32
VID_14_032_C00,S,21-05-2026 18:32
VID_14_032_C01,S,21-05-2026 18:32
VID_14_033_C00,N,21-05-2026 18:32
VID_15_001_C00,N,21-05-2026 18:32
VID_15_001_C01,N,21-05-2026 18:32
VID_15_001_C02,N,21-05-2026 18:32
VID_15_001_C03,N,21-05-2026 18:32
VID_15_001_C04,N,21-05-2026 18:34
VID_15_001_C05,N,21-05-2026 18:34
VID_15_001_C06,N,21-05-2026 18:34
VID_15_001_C07,N,21-05-2026 18:34
VID_15_002_C00,S,21-05-2026 18:34
VID_15_002_C01,S,21-05-2026 18:34
VID_15_003_C00,N,21-05-2026 18:34
VID_15_003_C01,N,21-05-2026 18:34
VID_15_003_C02,N,21-05-2026 18:34
VID_15_003_C03,N,21-05-2026 18:34
VID_15_003_C04,N,21-05-2026 18:36
VID_15_003_C05,N,21-05-2026 18:37
VID_15_003_C06,N,21-05-2026 18:39
VID_15_003_C07,N,21-05-2026 18:39
VID_15_004_C00,S,21-05-2026 18:39
VID_15_004_C01,S,21-05-2026 18:39
VID_15_004_C02,S,21-05-2026 18:39
VID_15_004_C03,S,21-05-2026 18:39
VID_15_004_C04,S,21-05-2026 18:39
VID_15_004_C05,S,21-05-2026 18:39
VID_15_004_C06,S,21-05-2026 18:39
VID_15_004_C07,S,21-05-2026 18:39
VID_15_005_C00,E,21-05-2026 18:39
VID_15_005_C01,E,21-05-2026 18:39
VID_15_005_C02,E,21-05-2026 18:39
VID_15_005_C03,E,21-05-2026 18:39
VID_15_005_C04,E,21-05-2026 18:39
VID_15_005_C05,E,21-05-2026 18:39
VID_15_005_C06,E,21-05-2026 18:39
VID_15_005_C07,E,21-05-2026 18:39
VID_15_006_C00,E,21-05-2026 18:47
VID_15_007_C00,E,21-05-2026 18:49
VID_15_010_C00,S,21-05-2026 18:50
VID_15_010_C01,S,21-05-2026 18:50
VID_15_010_C02,S,21-05-2026 18:51
VID_15_010_C03,S,21-05-2026 18:51
VID_15_010_C04,S,21-05-2026 18:51
VID_15_010_C05,S,21-05-2026 18:51
VID_15_010_C06,S,21-05-2026 18:51
VID_15_010_C07,S,21-05-2026 18:51
VID_15_012_C00,S,21-05-2026 18:51
VID_15_012_C01,S,21-05-2026 18:51
VID_15_012_C02,S,21-05-2026 18:51
VID_15_012_C03,S,21-05-2026 18:51
VID_15_012_C04,S,21-05-2026 18:51
VID_15_013_C00,N,21-05-2026 18:58
VID_15_019_C00,S,21-05-2026 18:58
VID_15_019_C01,S,21-05-2026 18:58
VID_15_019_C02,S,21-05-2026 19:02
VID_15_019_C03,S,21-05-2026 19:02
VID_15_021_C00,E,21-05-2026 19:02
VID_15_021_C01,E,21-05-2026 19:02
VID_15_021_C02,E,21-05-2026 19:02
VID_15_022_C00,E,21-05-2026 19:03
VID_15_023_C00,N,21-05-2026 19:04
VID_15_028_C00,N,21-05-2026 19:12
VID_16_001_C00,E,21-05-2026 19:12
VID_16_001_C01,E,21-05-2026 19:12
VID_16_001_C02,E,21-05-2026 19:12
VID_16_001_C03,E,21-05-2026 19:12
VID_16_001_C04,E,21-05-2026 19:12
VID_16_001_C05,E,21-05-2026 19:12
VID_16_001_C06,E,21-05-2026 19:12
VID_16_001_C07,E,21-05-2026 19:12
VID_16_001_C08,E,21-05-2026 19:12
VID_16_002_C00,E,21-05-2026 19:13
VID_16_002_C01,E,21-05-2026 19:13
VID_16_002_C02,E,21-05-2026 19:13
VID_16_002_C03,E,21-05-2026 19:13
VID_16_002_C04,E,21-05-2026 19:17
VID_16_002_C05,E,21-05-2026 19:18
VID_16_002_C06,E,21-05-2026 19:18
VID_16_002_C07,E,21-05-2026 19:18
VID_16_002_C08,E,21-05-2026 19:18
VID_16_003_C00,N,21-05-2026 19:19
VID_16_003_C01,N,21-05-2026 19:19
VID_16_003_C02,N,21-05-2026 19:19
VID_16_003_C03,N,21-05-2026 19:19
VID_16_003_C04,N,21-05-2026 19:19
VID_16_003_C05,N,21-05-2026 19:19
VID_16_003_C06,N,21-05-2026 19:19
VID_16_003_C07,N,21-05-2026 19:19
VID_16_004_C00,E,21-05-2026 19:19
VID_16_004_C01,E,21-05-2026 19:19
VID_16_004_C02,E,21-05-2026 19:19
VID_16_004_C03,E,21-05-2026 19:19
VID_16_004_C04,E,21-05-2026 19:19
VID_16_004_C05,E,21-05-2026 19:19
VID_16_004_C06,E,21-05-2026 19:19
VID_16_004_C07,E,21-05-2026 19:19
VID_16_004_C08,E,21-05-2026 19:19
VID_16_005_C00,E,21-05-2026 19:21
VID_16_005_C01,E,21-05-2026 19:21
VID_16_005_C02,E,21-05-2026 19:21
VID_16_005_C03,E,21-05-2026 19:21
VID_16_005_C04,E,21-05-2026 19:22
VID_16_005_C05,E,21-05-2026 19:22
VID_16_005_C06,E,21-05-2026 19:22
VID_16_005_C07,E,21-05-2026 19:22
VID_16_005_C08,E,21-05-2026 19:22
VID_16_006_C00,E,21-05-2026 19:24
VID_16_006_C01,E,21-05-2026 19:24
VID_16_006_C02,E,21-05-2026 19:24
VID_16_006_C03,E,21-05-2026 19:24
VID_16_006_C04,E,21-05-2026 19:24
VID_16_006_C05,E,21-05-2026 19:24
VID_16_006_C06,E,21-05-2026 19:24
VID_16_006_C07,E,21-05-2026 19:24
VID_16_006_C08,E,21-05-2026 19:24
VID_16_007_C00,S,21-05-2026 19:32
VID_16_007_C01,S,21-05-2026 19:32
VID_16_007_C02,S,21-05-2026 19:32
VID_16_007_C03,N,21-05-2026 19:35
VID_16_007_C04,N,21-05-2026 19:35
VID_16_007_C05,N,21-05-2026 19:35
VID_16_007_C06,N,21-05-2026 19:35
VID_16_007_C07,N,21-05-2026 19:35
VID_16_007_C08,N,21-05-2026 19:35
VID_16_008_C00,E,21-05-2026 19:35
VID_16_008_C01,E,21-05-2026 19:35
VID_16_008_C02,E,21-05-2026 19:35
VID_16_008_C03,E,21-05-2026 19:35
VID_16_009_C00,E,21-05-2026 19:42
VID_16_009_C01,E,21-05-2026 19:42
VID_16_009_C02,E,21-05-2026 19:42
VID_16_009_C03,E,21-05-2026 19:42
VID_16_009_C04,E,21-05-2026 19:42
VID_16_009_C05,E,21-05-2026 19:42
VID_16_009_C06,E,21-05-2026 19:42
VID_16_009_C07,S,21-05-2026 19:43
VID_16_009_C08,S,21-05-2026 19:43
VID_16_011_C00,S,21-05-2026 19:43
VID_16_011_C01,S,21-05-2026 19:43
VID_16_013_C00,N,21-05-2026 19:46
VID_16_013_C01,N,21-05-2026 19:46
VID_16_013_C02,N,21-05-2026 19:46
VID_16_013_C03,N,21-05-2026 19:46
VID_16_013_C04,N,21-05-2026 19:46
VID_16_013_C05,N,21-05-2026 19:46
VID_16_013_C06,N,21-05-2026 19:46
VID_16_014_C00,S,21-05-2026 19:46
VID_16_014_C01,S,21-05-2026 19:46
VID_16_014_C02,N,21-05-2026 19:46
VID_16_014_C03,N,21-05-2026 19:46
VID_16_016_C00,N,21-05-2026 19:49
VID_16_016_C01,N,21-05-2026 19:49
VID_16_022_C00,N,21-05-2026 19:51
VID_16_027_C00,N,21-05-2026 19:51
VID_16_027_C01,N,21-05-2026 19:51
VID_16_031_C00,E,21-05-2026 19:55
VID_17_001_C00,E,21-05-2026 19:55
VID_17_001_C01,E,21-05-2026 19:55
VID_17_001_C02,E,21-05-2026 19:55
VID_17_001_C03,E,21-05-2026 19:55
VID_17_001_C04,E,21-05-2026 19:55
VID_17_001_C05,E,21-05-2026 19:55
VID_17_001_C06,E,21-05-2026 19:55
VID_17_001_C07,E,21-05-2026 19:55
VID_17_001_C08,E,21-05-2026 19:55
VID_17_002_C00,E,21-05-2026 19:56
VID_17_002_C01,E,21-05-2026 19:56
VID_17_002_C02,E,21-05-2026 19:56
VID_17_002_C03,E,21-05-2026 19:56
VID_17_002_C04,E,21-05-2026 19:56
VID_17_002_C05,E,21-05-2026 19:56
VID_17_002_C06,E,21-05-2026 19:56
VID_17_002_C07,E,21-05-2026 19:56
VID_17_002_C08,E,21-05-2026 19:56
VID_17_003_C00,E,21-05-2026 19:57
VID_17_003_C01,E,21-05-2026 19:57
VID_17_003_C02,E,21-05-2026 19:57
VID_17_003_C03,E,21-05-2026 19:57
VID_17_003_C04,E,21-05-2026 19:57
VID_17_003_C05,E,21-05-2026 19:57
VID_17_003_C06,E,21-05-2026 19:57
VID_17_003_C07,E,21-05-2026 19:57
VID_17_003_C08,E,21-05-2026 19:57
VID_17_004_C00,N,21-05-2026 20:00
VID_17_004_C01,N,21-05-2026 20:00
VID_17_004_C02,N,21-05-2026 20:00
VID_17_004_C03,N,21-05-2026 20:00
VID_17_004_C04,N,21-05-2026 20:00
VID_17_004_C05,E,21-05-2026 20:00
VID_17_004_C06,E,21-05-2026 20:00
VID_17_004_C07,E,21-05-2026 20:00
VID_17_005_C00,E,21-05-2026 20:01
VID_17_005_C01,E,21-05-2026 20:01
VID_17_005_C02,E,21-05-2026 20:01
VID_17_005_C03,E,21-05-2026 20:01
VID_17_005_C04,N,21-05-2026 20:02
VID_17_005_C05,N,21-05-2026 20:02
VID_17_005_C06,N,21-05-2026 20:03
VID_17_005_C07,N,21-05-2026 20:03
VID_17_005_C08,N,21-05-2026 20:03
VID_17_006_C00,E,21-05-2026 20:04
VID_17_006_C01,E,21-05-2026 20:04
VID_17_007_C00,N,21-05-2026 20:05
VID_17_007_C01,N,21-05-2026 20:05
VID_17_007_C02,N,21-05-2026 20:05
VID_17_007_C03,N,21-05-2026 20:05
VID_17_007_C04,N,21-05-2026 20:05
VID_17_007_C05,N,21-05-2026 20:05
VID_17_007_C06,N,21-05-2026 20:05
VID_17_007_C07,N,21-05-2026 20:05
VID_17_007_C08,N,21-05-2026 20:05
VID_17_008_C00,N,21-05-2026 20:05
VID_17_008_C01,N,21-05-2026 20:05
VID_17_008_C02,N,21-05-2026 20:05
VID_17_008_C03,N,21-05-2026 20:06
VID_17_008_C04,N,21-05-2026 20:06
VID_17_008_C05,N,21-05-2026 20:06
VID_17_008_C06,N,21-05-2026 20:07
VID_17_009_C00,N,21-05-2026 20:07
VID_17_009_C01,N,21-05-2026 20:07
VID_17_009_C02,N,21-05-2026 20:07
VID_17_009_C03,N,21-05-2026 20:07
VID_17_009_C04,N,21-05-2026 20:07
VID_17_009_C05,N,21-05-2026 20:07
VID_17_012_C00,N,21-05-2026 20:07
VID_17_012_C01,N,21-05-2026 20:07
VID_17_012_C02,N,21-05-2026 20:07
VID_17_012_C03,N,21-05-2026 20:07
VID_17_012_C04,S,21-05-2026 20:07
VID_17_012_C05,S,21-05-2026 20:07
VID_17_012_C06,S,21-05-2026 20:07
VID_17_015_C00,E,21-05-2026 20:08
VID_17_020_C00,S,21-05-2026 20:08
VID_17_022_C00,E,21-05-2026 20:08
VID_17_022_C01,E,21-05-2026 20:08
VID_17_022_C02,E,21-05-2026 20:08
VID_18_001_C00,E,21-05-2026 20:08
VID_18_001_C01,E,21-05-2026 20:08
VID_18_001_C02,E,21-05-2026 20:08
VID_18_001_C03,E,21-05-2026 20:08
VID_18_001_C04,E,21-05-2026 20:08
VID_18_001_C05,E,21-05-2026 20:08
VID_18_001_C06,E,21-05-2026 20:08
VID_18_001_C07,E,21-05-2026 20:08
VID_18_001_C08,E,21-05-2026 20:08
VID_18_002_C00,E,21-05-2026 20:08
VID_18_002_C01,E,21-05-2026 20:08
VID_18_002_C02,E,21-05-2026 20:08
VID_18_002_C03,E,21-05-2026 20:08
VID_18_002_C04,E,21-05-2026 20:08
VID_18_002_C05,E,21-05-2026 20:08
VID_18_002_C06,E,21-05-2026 20:08
VID_18_002_C07,E,21-05-2026 20:08
VID_18_002_C08,E,21-05-2026 20:08
VID_18_003_C00,E,21-05-2026 20:08
VID_18_003_C01,E,21-05-2026 20:08
VID_18_003_C02,E,21-05-2026 20:08
VID_18_003_C03,E,21-05-2026 20:08
VID_18_003_C04,E,21-05-2026 20:08
VID_18_003_C05,E,21-05-2026 20:08
VID_18_003_C06,E,21-05-2026 20:08
VID_18_003_C07,E,21-05-2026 20:08
VID_18_003_C08,E,21-05-2026 20:08
VID_18_004_C00,E,21-05-2026 20:08
VID_18_004_C01,E,21-05-2026 20:08
