clip_id,video_id,video_file,track_id,person_id,clip_idx,n_frames,frame_paths,label
VID_1_002_C04,VID_1,VID_1.mp4,2,VID_1_002,4,8,custom_dataset\processed\VID_1\002\frame_0016.jpg;custom_dataset\processed\VID_1\002\frame_0017.jpg;custom_dataset\processed\VID_1\002\frame_0018.jpg;custom_dataset\processed\VID_1\002\frame_0019.jpg;custom_dataset\processed\VID_1\002\frame_0020.jpg;custom_dataset\processed\VID_1\002\frame_0022.jpg;custom_dataset\processed\VID_1\002\frame_0023.jpg;custom_dataset\processed\VID_1\002\frame_0024.jpg,
VID_1_002_C05,VID_1,VID_1.mp4,2,VID_1_002,5,8,custom_dataset\processed\VID_1\002\frame_0020.jpg;custom_dataset\processed\VID_1\002\frame_0022.jpg;custom_dataset\processed\VID_1\002\frame_0023.jpg;custom_dataset\processed\VID_1\002\frame_0024.jpg;custom_dataset\processed\VID_1\002\frame_0025.jpg;custom_dataset\processed\VID_1\002\frame_0026.jpg;custom_dataset\processed\VID_1\002\frame_0027.jpg;custom_dataset\processed\VID_1\002\frame_0028.jpg,
VID_1_003_C00,VID_1,VID_1.mp4,3,VID_1_003,0,8,custom_dataset\processed\VID_1\003\frame_0000.jpg;custom_dataset\processed\VID_1\003\frame_0001.jpg;custom_dataset\processed\VID_1\003\frame_0002.jpg;custom_dataset\processed\VID_1\003\frame_0003.jpg;custom_dataset\processed\VID_1\003\frame_0004.jpg;custom_dataset\processed\VID_1\003\frame_0005.jpg;custom_dataset\processed\VID_1\003\frame_0006.jpg;custom_dataset\processed\VID_1\003\frame_0007.jpg,
VID_1_003_C01,VID_1,VID_1.mp4,3,VID_1_003,1,8,custom_dataset\processed\VID_1\003\frame_0004.jpg;custom_dataset\processed\VID_1\003\frame_0005.jpg;custom_dataset\processed\VID_1\003\frame_0006.jpg;custom_dataset\processed\VID_1\003\frame_0007.jpg;custom_dataset\processed\VID_1\003\frame_0008.jpg;custom_dataset\processed\VID_1\003\frame_0009.jpg;custom_dataset\processed\VID_1\003\frame_0010.jpg;custom_dataset\processed\VID_1\003\frame_0011.jpg,
VID_1_003_C02,VID_1,VID_1.mp4,3,VID_1_003,2,8,custom_dataset\processed\VID_1\003\frame_0008.jpg;custom_dataset\processed\VID_1\003\frame_0009.jpg;custom_dataset\processed\VID_1\003\frame_0010.jpg;custom_dataset\processed\VID_1\003\frame_0011.jpg;custom_dataset\processed\VID_1\003\frame_0012.jpg;custom_dataset\processed\VID_1\003\frame_0013.jpg;custom_dataset\processed\VID_1\003\frame_0014.jpg;custom_dataset\processed\VID_1\003\frame_0015.jpg,
VID_1_003_C03,VID_1,VID_1.mp4,3,VID_1_003,3,8,custom_dataset\processed\VID_1\003\frame_0012.jpg;custom_dataset\processed\VID_1\003\frame_0013.jpg;custom_dataset\processed\VID_1\003\frame_0014.jpg;custom_dataset\processed\VID_1\003\frame_0015.jpg;custom_dataset\processed\VID_1\003\frame_0016.jpg;custom_dataset\processed\VID_1\003\frame_0017.jpg;custom_dataset\processed\VID_1\003\frame_0018.jpg;custom_dataset\processed\VID_1\003\frame_0019.jpg,
VID_1_003_C04,VID_1,VID_1.mp4,3,VID_1_003,4,8,custom_dataset\processed\VID_1\003\frame_0016.jpg;custom_dataset\processed\VID_1\003\frame_0017.jpg;custom_dataset\processed\VID_1\003\frame_0018.jpg;custom_dataset\processed\VID_1\003\frame_0019.jpg;custom_dataset\processed\VID_1\003\frame_0020.jpg;custom_dataset\processed\VID_1\003\frame_0021.jpg;custom_dataset\processed\VID_1\003\frame_0022.jpg;custom_dataset\processed\VID_1\003\frame_0023.jpg,
VID_1_003_C05,VID_1,VID_1.mp4,3,VID_1_003,5,8,custom_dataset\processed\VID_1\003\frame_0020.jpg;custom_dataset\processed\VID_1\003\frame_0021.jpg;custom_dataset\processed\VID_1\003\frame_0022.jpg;custom_dataset\processed\VID_1\003\frame_0023.jpg;custom_dataset\processed\VID_1\003\frame_0024.jpg;custom_dataset\processed\VID_1\003\frame_0025.jpg;custom_dataset\processed\VID_1\003\frame_0026.jpg;custom_dataset\processed\VID_1\003\frame_0027.jpg,
VID_1_004_C00,VID_1,VID_1.mp4,4,VID_1_004,0,8,custom_dataset\processed\VID_1\004\frame_0000.jpg;custom_dataset\processed\VID_1\004\frame_0001.jpg;custom_dataset\processed\VID_1\004\frame_0002.jpg;custom_dataset\processed\VID_1\004\frame_0003.jpg;custom_dataset\processed\VID_1\004\frame_0004.jpg;custom_dataset\processed\VID_1\004\frame_0005.jpg;custom_dataset\processed\VID_1\004\frame_0006.jpg;custom_dataset\processed\VID_1\004\frame_0007.jpg,
VID_1_004_C01,VID_1,VID_1.mp4,4,VID_1_004,1,8,custom_dataset\processed\VID_1\004\frame_0004.jpg;custom_dataset\processed\VID_1\004\frame_0005.jpg;custom_dataset\processed\VID_1\004\frame_0006.jpg;custom_dataset\processed\VID_1\004\frame_0007.jpg;custom_dataset\processed\VID_1\004\frame_0008.jpg;custom_dataset\processed\VID_1\004\frame_0009.jpg;custom_dataset\processed\VID_1\004\frame_0010.jpg;custom_dataset\processed\VID_1\004\frame_0011.jpg,
VID_1_004_C02,VID_1,VID_1.mp4,4,VID_1_004,2,8,custom_dataset\processed\VID_1\004\frame_0008.jpg;custom_dataset\processed\VID_1\004\frame_0009.jpg;custom_dataset\processed\VID_1\004\frame_0010.jpg;custom_dataset\processed\VID_1\004\frame_0011.jpg;custom_dataset\processed\VID_1\004\frame_0012.jpg;custom_dataset\processed\VID_1\004\frame_0013.jpg;custom_dataset\processed\VID_1\004\frame_0014.jpg;custom_dataset\processed\VID_1\004\frame_0015.jpg,
VID_1_004_C03,VID_1,VID_1.mp4,4,VID_1_004,3,8,custom_dataset\processed\VID_1\004\frame_0012.jpg;custom_dataset\processed\VID_1\004\frame_0013.jpg;custom_dataset\processed\VID_1\004\frame_0014.jpg;custom_dataset\processed\VID_1\004\frame_0015.jpg;custom_dataset\processed\VID_1\004\frame_0016.jpg;custom_dataset\processed\VID_1\004\frame_0017.jpg;custom_dataset\processed\VID_1\004\frame_0018.jpg;custom_dataset\processed\VID_1\004\frame_0019.jpg,
VID_1_004_C04,VID_1,VID_1.mp4,4,VID_1_004,4,8,custom_dataset\processed\VID_1\004\frame_0016.jpg;custom_dataset\processed\VID_1\004\frame_0017.jpg;custom_dataset\processed\VID_1\004\frame_0018.jpg;custom_dataset\processed\VID_1\004\frame_0019.jpg;custom_dataset\processed\VID_1\004\frame_0020.jpg;custom_dataset\processed\VID_1\004\frame_0021.jpg;custom_dataset\processed\VID_1\004\frame_0022.jpg;custom_dataset\processed\VID_1\004\frame_0023.jpg,
VID_1_004_C05,VID_1,VID_1.mp4,4,VID_1_004,5,8,custom_dataset\processed\VID_1\004\frame_0020.jpg;custom_dataset\processed\VID_1\004\frame_0021.jpg;custom_dataset\processed\VID_1\004\frame_0022.jpg;custom_dataset\processed\VID_1\004\frame_0023.jpg;custom_dataset\processed\VID_1\004\frame_0024.jpg;custom_dataset\processed\VID_1\004\frame_0025.jpg;custom_dataset\processed\VID_1\004\frame_0026.jpg;custom_dataset\processed\VID_1\004\frame_0027.jpg,
VID_1_005_C00,VID_1,VID_1.mp4,5,VID_1_005,0,8,custom_dataset\processed\VID_1\005\frame_0000.jpg;custom_dataset\processed\VID_1\005\frame_0001.jpg;custom_dataset\processed\VID_1\005\frame_0002.jpg;custom_dataset\processed\VID_1\005\frame_0003.jpg;custom_dataset\processed\VID_1\005\frame_0004.jpg;custom_dataset\processed\VID_1\005\frame_0005.jpg;custom_dataset\processed\VID_1\005\frame_0007.jpg;custom_dataset\processed\VID_1\005\frame_0010.jpg,
VID_1_007_C00,VID_1,VID_1.mp4,7,VID_1_007,0,8,custom_dataset\processed\VID_1\007\frame_0000.jpg;custom_dataset\processed\VID_1\007\frame_0000.jpg;custom_dataset\processed\VID_1\007\frame_0001.jpg;custom_dataset\processed\VID_1\007\frame_0003.jpg;custom_dataset\processed\VID_1\007\frame_0004.jpg;custom_dataset\processed\VID_1\007\frame_0005.jpg;custom_dataset\processed\VID_1\007\frame_0006.jpg;custom_dataset\processed\VID_1\007\frame_0007.jpg,
VID_1_007_C01,VID_1,VID_1.mp4,7,VID_1_007,1,8,custom_dataset\processed\VID_1\007\frame_0004.jpg;custom_dataset\processed\VID_1\007\frame_0005.jpg;custom_dataset\processed\VID_1\007\frame_0006.jpg;custom_dataset\processed\VID_1\007\frame_0007.jpg;custom_dataset\processed\VID_1\007\frame_0008.jpg;custom_dataset\processed\VID_1\007\frame_0009.jpg;custom_dataset\processed\VID_1\007\frame_0010.jpg;custom_dataset\processed\VID_1\007\frame_0011.jpg,
VID_1_007_C02,VID_1,VID_1.mp4,7,VID_1_007,2,8,custom_dataset\processed\VID_1\007\frame_0008.jpg;custom_dataset\processed\VID_1\007\frame_0009.jpg;custom_dataset\processed\VID_1\007\frame_0010.jpg;custom_dataset\processed\VID_1\007\frame_0011.jpg;custom_dataset\processed\VID_1\007\frame_0012.jpg;custom_dataset\processed\VID_1\007\frame_0013.jpg;custom_dataset\processed\VID_1\007\frame_0014.jpg;custom_dataset\processed\VID_1\007\frame_0015.jpg,
VID_1_007_C03,VID_1,VID_1.mp4,7,VID_1_007,3,8,custom_dataset\processed\VID_1\007\frame_0012.jpg;custom_dataset\processed\VID_1\007\frame_0013.jpg;custom_dataset\processed\VID_1\007\frame_0014.jpg;custom_dataset\processed\VID_1\007\frame_0015.jpg;custom_dataset\processed\VID_1\007\frame_0016.jpg;custom_dataset\processed\VID_1\007\frame_0017.jpg;custom_dataset\processed\VID_1\007\frame_0018.jpg;custom_dataset\processed\VID_1\007\frame_0019.jpg,
VID_1_007_C04,VID_1,VID_1.mp4,7,VID_1_007,4,8,custom_dataset\processed\VID_1\007\frame_0016.jpg;custom_dataset\processed\VID_1\007\frame_0017.jpg;custom_dataset\processed\VID_1\007\frame_0018.jpg;custom_dataset\processed\VID_1\007\frame_0019.jpg;custom_dataset\processed\VID_1\007\frame_0020.jpg;custom_dataset\processed\VID_1\007\frame_0021.jpg;custom_dataset\processed\VID_1\007\frame_0022.jpg;custom_dataset\processed\VID_1\007\frame_0023.jpg,
VID_1_007_C05,VID_1,VID_1.mp4,7,VID_1_007,5,8,custom_dataset\processed\VID_1\007\frame_0020.jpg;custom_dataset\processed\VID_1\007\frame_0021.jpg;custom_dataset\processed\VID_1\007\frame_0022.jpg;custom_dataset\processed\VID_1\007\frame_0023.jpg;custom_dataset\processed\VID_1\007\frame_0024.jpg;custom_dataset\processed\VID_1\007\frame_0025.jpg;custom_dataset\processed\VID_1\007\frame_0026.jpg;custom_dataset\processed\VID_1\007\frame_0027.jpg,
VID_1_011_C00,VID_1,VID_1.mp4,11,VID_1_011,0,8,custom_dataset\processed\VID_1\011\frame_0005.jpg;custom_dataset\processed\VID_1\011\frame_0008.jpg;custom_dataset\processed\VID_1\011\frame_0009.jpg;custom_dataset\processed\VID_1\011\frame_0010.jpg;custom_dataset\processed\VID_1\011\frame_0011.jpg;custom_dataset\processed\VID_1\011\frame_0012.jpg;custom_dataset\processed\VID_1\011\frame_0013.jpg;custom_dataset\processed\VID_1\011\frame_0014.jpg,
VID_1_016_C00,VID_1,VID_1.mp4,16,VID_1_016,0,8,custom_dataset\processed\VID_1\016\frame_0014.jpg;custom_dataset\processed\VID_1\016\frame_0015.jpg;custom_dataset\processed\VID_1\016\frame_0016.jpg;custom_dataset\processed\VID_1\016\frame_0017.jpg;custom_dataset\processed\VID_1\016\frame_0018.jpg;custom_dataset\processed\VID_1\016\frame_0019.jpg;custom_dataset\processed\VID_1\016\frame_0020.jpg;custom_dataset\processed\VID_1\016\frame_0021.jpg,
VID_1_016_C01,VID_1,VID_1.mp4,16,VID_1_016,1,8,custom_dataset\processed\VID_1\016\frame_0018.jpg;custom_dataset\processed\VID_1\016\frame_0019.jpg;custom_dataset\processed\VID_1\016\frame_0020.jpg;custom_dataset\processed\VID_1\016\frame_0021.jpg;custom_dataset\processed\VID_1\016\frame_0022.jpg;custom_dataset\processed\VID_1\016\frame_0023.jpg;custom_dataset\processed\VID_1\016\frame_0024.jpg;custom_dataset\processed\VID_1\016\frame_0025.jpg,
VID_1_017_C00,VID_1,VID_1.mp4,17,VID_1_017,0,8,custom_dataset\processed\VID_1\017\frame_0014.jpg;custom_dataset\processed\VID_1\017\frame_0015.jpg;custom_dataset\processed\VID_1\017\frame_0019.jpg;custom_dataset\processed\VID_1\017\frame_0020.jpg;custom_dataset\processed\VID_1\017\frame_0023.jpg;custom_dataset\processed\VID_1\017\frame_0025.jpg;custom_dataset\processed\VID_1\017\frame_0027.jpg;custom_dataset\processed\VID_1\017\frame_0028.jpg,
VID_1_020_C00,VID_1,VID_1.mp4,20,VID_1_020,0,8,custom_dataset\processed\VID_1\020\frame_0020.jpg;custom_dataset\processed\VID_1\020\frame_0022.jpg;custom_dataset\processed\VID_1\020\frame_0023.jpg;custom_dataset\processed\VID_1\020\frame_0024.jpg;custom_dataset\processed\VID_1\020\frame_0025.jpg;custom_dataset\processed\VID_1\020\frame_0026.jpg;custom_dataset\processed\VID_1\020\frame_0027.jpg;custom_dataset\processed\VID_1\020\frame_0028.jpg,
VID_10_001_C00,VID_10,VID_10.mp4,1,VID_10_001,0,8,custom_dataset\processed\VID_10\001\frame_0000.jpg;custom_dataset\processed\VID_10\001\frame_0001.jpg;custom_dataset\processed\VID_10\001\frame_0002.jpg;custom_dataset\processed\VID_10\001\frame_0003.jpg;custom_dataset\processed\VID_10\001\frame_0004.jpg;custom_dataset\processed\VID_10\001\frame_0005.jpg;custom_dataset\processed\VID_10\001\frame_0006.jpg;custom_dataset\processed\VID_10\001\frame_0007.jpg,
VID_10_001_C01,VID_10,VID_10.mp4,1,VID_10_001,1,8,custom_dataset\processed\VID_10\001\frame_0004.jpg;custom_dataset\processed\VID_10\001\frame_0005.jpg;custom_dataset\processed\VID_10\001\frame_0006.jpg;custom_dataset\processed\VID_10\001\frame_0007.jpg;custom_dataset\processed\VID_10\001\frame_0008.jpg;custom_dataset\processed\VID_10\001\frame_0009.jpg;custom_dataset\processed\VID_10\001\frame_0010.jpg;custom_dataset\processed\VID_10\001\frame_0011.jpg,
VID_10_001_C02,VID_10,VID_10.mp4,1,VID_10_001,2,8,custom_dataset\processed\VID_10\001\frame_0008.jpg;custom_dataset\processed\VID_10\001\frame_0009.jpg;custom_dataset\processed\VID_10\001\frame_0010.jpg;custom_dataset\processed\VID_10\001\frame_0011.jpg;custom_dataset\processed\VID_10\001\frame_0012.jpg;custom_dataset\processed\VID_10\001\frame_0013.jpg;custom_dataset\processed\VID_10\001\frame_0014.jpg;custom_dataset\processed\VID_10\001\frame_0015.jpg,
VID_10_001_C03,VID_10,VID_10.mp4,1,VID_10_001,3,8,custom_dataset\processed\VID_10\001\frame_0012.jpg;custom_dataset\processed\VID_10\001\frame_0013.jpg;custom_dataset\processed\VID_10\001\frame_0014.jpg;custom_dataset\processed\VID_10\001\frame_0015.jpg;custom_dataset\processed\VID_10\001\frame_0016.jpg;custom_dataset\processed\VID_10\001\frame_0017.jpg;custom_dataset\processed\VID_10\001\frame_0018.jpg;custom_dataset\processed\VID_10\001\frame_0019.jpg,
VID_10_001_C04,VID_10,VID_10.mp4,1,VID_10_001,4,8,custom_dataset\processed\VID_10\001\frame_0016.jpg;custom_dataset\processed\VID_10\001\frame_0017.jpg;custom_dataset\processed\VID_10\001\frame_0018.jpg;custom_dataset\processed\VID_10\001\frame_0019.jpg;custom_dataset\processed\VID_10\001\frame_0020.jpg;custom_dataset\processed\VID_10\001\frame_0021.jpg;custom_dataset\processed\VID_10\001\frame_0022.jpg;custom_dataset\processed\VID_10\001\frame_0023.jpg,
VID_10_001_C05,VID_10,VID_10.mp4,1,VID_10_001,5,8,custom_dataset\processed\VID_10\001\frame_0020.jpg;custom_dataset\processed\VID_10\001\frame_0021.jpg;custom_dataset\processed\VID_10\001\frame_0022.jpg;custom_dataset\processed\VID_10\001\frame_0023.jpg;custom_dataset\processed\VID_10\001\frame_0024.jpg;custom_dataset\processed\VID_10\001\frame_0025.jpg;custom_dataset\processed\VID_10\001\frame_0026.jpg;custom_dataset\processed\VID_10\001\frame_0027.jpg,
VID_10_001_C06,VID_10,VID_10.mp4,1,VID_10_001,6,8,custom_dataset\processed\VID_10\001\frame_0024.jpg;custom_dataset\processed\VID_10\001\frame_0025.jpg;custom_dataset\processed\VID_10\001\frame_0026.jpg;custom_dataset\processed\VID_10\001\frame_0027.jpg;custom_dataset\processed\VID_10\001\frame_0028.jpg;custom_dataset\processed\VID_10\001\frame_0029.jpg;custom_dataset\processed\VID_10\001\frame_0030.jpg;custom_dataset\processed\VID_10\001\frame_0031.jpg,
VID_10_001_C07,VID_10,VID_10.mp4,1,VID_10_001,7,8,custom_dataset\processed\VID_10\001\frame_0028.jpg;custom_dataset\processed\VID_10\001\frame_0029.jpg;custom_dataset\processed\VID_10\001\frame_0030.jpg;custom_dataset\processed\VID_10\001\frame_0031.jpg;custom_dataset\processed\VID_10\001\frame_0032.jpg;custom_dataset\processed\VID_10\001\frame_0033.jpg;custom_dataset\processed\VID_10\001\frame_0034.jpg;custom_dataset\processed\VID_10\001\frame_0035.jpg,
VID_10_001_C08,VID_10,VID_10.mp4,1,VID_10_001,8,8,custom_dataset\processed\VID_10\001\frame_0032.jpg;custom_dataset\processed\VID_10\001\frame_0033.jpg;custom_dataset\processed\VID_10\001\frame_0034.jpg;custom_dataset\processed\VID_10\001\frame_0035.jpg;custom_dataset\processed\VID_10\001\frame_0036.jpg;custom_dataset\processed\VID_10\001\frame_0037.jpg;custom_dataset\processed\VID_10\001\frame_0038.jpg;custom_dataset\processed\VID_10\001\frame_0039.jpg,
VID_10_001_C09,VID_10,VID_10.mp4,1,VID_10_001,9,8,custom_dataset\processed\VID_10\001\frame_0036.jpg;custom_dataset\processed\VID_10\001\frame_0037.jpg;custom_dataset\processed\VID_10\001\frame_0038.jpg;custom_dataset\processed\VID_10\001\frame_0039.jpg;custom_dataset\processed\VID_10\001\frame_0040.jpg;custom_dataset\processed\VID_10\001\frame_0041.jpg;custom_dataset\processed\VID_10\001\frame_0042.jpg;custom_dataset\processed\VID_10\001\frame_0043.jpg,
VID_10_002_C00,VID_10,VID_10.mp4,2,VID_10_002,0,8,custom_dataset\processed\VID_10\002\frame_0000.jpg;custom_dataset\processed\VID_10\002\frame_0001.jpg;custom_dataset\processed\VID_10\002\frame_0002.jpg;custom_dataset\processed\VID_10\002\frame_0003.jpg;custom_dataset\processed\VID_10\002\frame_0004.jpg;custom_dataset\processed\VID_10\002\frame_0005.jpg;custom_dataset\processed\VID_10\002\frame_0006.jpg;custom_dataset\processed\VID_10\002\frame_0007.jpg,
VID_10_002_C01,VID_10,VID_10.mp4,2,VID_10_002,1,8,custom_dataset\processed\VID_10\002\frame_0004.jpg;custom_dataset\processed\VID_10\002\frame_0005.jpg;custom_dataset\processed\VID_10\002\frame_0006.jpg;custom_dataset\processed\VID_10\002\frame_0007.jpg;custom_dataset\processed\VID_10\002\frame_0008.jpg;custom_dataset\processed\VID_10\002\frame_0009.jpg;custom_dataset\processed\VID_10\002\frame_0010.jpg;custom_dataset\processed\VID_10\002\frame_0011.jpg,
VID_10_002_C02,VID_10,VID_10.mp4,2,VID_10_002,2,8,custom_dataset\processed\VID_10\002\frame_0008.jpg;custom_dataset\processed\VID_10\002\frame_0009.jpg;custom_dataset\processed\VID_10\002\frame_0010.jpg;custom_dataset\processed\VID_10\002\frame_0011.jpg;custom_dataset\processed\VID_10\002\frame_0012.jpg;custom_dataset\processed\VID_10\002\frame_0013.jpg;custom_dataset\processed\VID_10\002\frame_0014.jpg;custom_dataset\processed\VID_10\002\frame_0015.jpg,
VID_10_002_C03,VID_10,VID_10.mp4,2,VID_10_002,3,8,custom_dataset\processed\VID_10\002\frame_0012.jpg;custom_dataset\processed\VID_10\002\frame_0013.jpg;custom_dataset\processed\VID_10\002\frame_0014.jpg;custom_dataset\processed\VID_10\002\frame_0015.jpg;custom_dataset\processed\VID_10\002\frame_0016.jpg;custom_dataset\processed\VID_10\002\frame_0017.jpg;custom_dataset\processed\VID_10\002\frame_0018.jpg;custom_dataset\processed\VID_10\002\frame_0019.jpg,
VID_10_002_C04,VID_10,VID_10.mp4,2,VID_10_002,4,8,custom_dataset\processed\VID_10\002\frame_0016.jpg;custom_dataset\processed\VID_10\002\frame_0017.jpg;custom_dataset\processed\VID_10\002\frame_0018.jpg;custom_dataset\processed\VID_10\002\frame_0019.jpg;custom_dataset\processed\VID_10\002\frame_0020.jpg;custom_dataset\processed\VID_10\002\frame_0021.jpg;custom_dataset\processed\VID_10\002\frame_0022.jpg;custom_dataset\processed\VID_10\002\frame_0023.jpg,
VID_10_002_C05,VID_10,VID_10.mp4,2,VID_10_002,5,8,custom_dataset\processed\VID_10\002\frame_0020.jpg;custom_dataset\processed\VID_10\002\frame_0021.jpg;custom_dataset\processed\VID_10\002\frame_0022.jpg;custom_dataset\processed\VID_10\002\frame_0023.jpg;custom_dataset\processed\VID_10\002\frame_0024.jpg;custom_dataset\processed\VID_10\002\frame_0025.jpg;custom_dataset\processed\VID_10\002\frame_0026.jpg;custom_dataset\processed\VID_10\002\frame_0027.jpg,
VID_10_002_C06,VID_10,VID_10.mp4,2,VID_10_002,6,8,custom_dataset\processed\VID_10\002\frame_0024.jpg;custom_dataset\processed\VID_10\002\frame_0025.jpg;custom_dataset\processed\VID_10\002\frame_0026.jpg;custom_dataset\processed\VID_10\002\frame_0027.jpg;custom_dataset\processed\VID_10\002\frame_0028.jpg;custom_dataset\processed\VID_10\002\frame_0029.jpg;custom_dataset\processed\VID_10\002\frame_0030.jpg;custom_dataset\processed\VID_10\002\frame_0031.jpg,
VID_10_002_C07,VID_10,VID_10.mp4,2,VID_10_002,7,8,custom_dataset\processed\VID_10\002\frame_0028.jpg;custom_dataset\processed\VID_10\002\frame_0029.jpg;custom_dataset\processed\VID_10\002\frame_0030.jpg;custom_dataset\processed\VID_10\002\frame_0031.jpg;custom_dataset\processed\VID_10\002\frame_0032.jpg;custom_dataset\processed\VID_10\002\frame_0033.jpg;custom_dataset\processed\VID_10\002\frame_0034.jpg;custom_dataset\processed\VID_10\002\frame_0035.jpg,
