video_id,a,b,label,n_clips,state_cos,state_close,traj_cos,dyn_corr,turn_taking,joint_active
VID_ (25),1,11,N,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (25),1,14,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),2,3,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),2,4,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),2,5,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),2,6,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),2,7,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),2,8,N,10,1.0000,1.0000,1.0000,0.5000,0.5000,0.9954
VID_ (25),2,9,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),2,10,N,9,1.0000,1.0000,1.0000,0.5000,0.5000,0.9937
VID_ (25),2,11,C,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (25),2,13,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (25),2,14,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),3,4,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),3,5,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),3,6,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),3,7,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),3,8,N,10,1.0000,1.0000,1.0000,0.5000,0.5000,0.9954
VID_ (25),3,9,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),3,10,N,9,1.0000,1.0000,1.0000,0.5000,0.5000,0.9937
VID_ (25),3,11,C,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (25),3,13,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (25),3,14,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),4,5,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),4,6,N,13,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),4,7,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),4,8,N,10,1.0000,1.0000,1.0000,0.5000,0.5000,0.9954
VID_ (25),4,9,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),4,10,N,9,1.0000,1.0000,1.0000,0.5000,0.5000,0.9937
VID_ (25),4,11,C,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (25),4,13,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (25),4,14,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),5,6,N,13,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),5,7,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),5,8,N,10,1.0000,1.0000,1.0000,0.5000,0.5000,0.9954
VID_ (25),5,9,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),5,10,N,9,1.0000,1.0000,1.0000,0.5000,0.5000,0.9937
VID_ (25),5,11,C,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (25),5,13,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (25),5,14,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),6,7,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (25),6,9,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),6,8,N,1,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (25),6,11,N,6,1.0000,1.0000,1.0000,0.5000,0.5000,0.9916
VID_ (25),6,13,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (25),6,14,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),7,8,N,9,1.0000,1.0000,1.0000,0.5000,0.5000,0.9937
VID_ (25),7,9,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),7,10,N,8,1.0000,1.0000,1.0000,0.5000,0.5000,0.9936
VID_ (25),7,11,N,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (25),7,14,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),8,9,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (25),10,11,N,2,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (25),11,13,N,2,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (25),13,14,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (25),1,13,N,1,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (26),1,2,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),1,3,C,13,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),1,4,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (26),1,5,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),1,6,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),1,8,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),1,10,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (26),2,3,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),2,4,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (26),2,5,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),2,6,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),2,8,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),2,10,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (26),3,4,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (26),3,5,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),3,6,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),3,8,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),3,10,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (26),4,5,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (26),4,6,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (26),4,8,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (26),5,6,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),5,8,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),5,9,N,2,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (26),5,10,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (26),6,8,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (26),6,9,N,2,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (26),6,10,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (26),8,9,N,1,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (26),8,10,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (27),1,2,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),1,3,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),1,4,N,12,1.0000,1.0000,1.0000,0.5000,0.5000,0.9962
VID_ (27),1,5,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (27),1,6,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),1,7,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),1,10,N,8,1.0000,1.0000,1.0000,0.5000,0.5000,0.9936
VID_ (27),1,12,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),1,14,N,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (27),1,15,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),1,17,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),1,18,N,6,1.0000,1.0000,1.0000,0.5000,0.5000,0.9916
VID_ (27),2,3,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),2,4,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),2,5,C,6,1.0000,1.0000,1.0000,0.5000,0.5000,0.9916
VID_ (27),2,6,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),2,7,C,13,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),2,8,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),2,10,C,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (27),2,12,C,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),2,13,N,19,1.0000,1.0000,1.0000,0.5000,0.5000,0.9974
VID_ (27),2,15,N,9,1.0000,1.0000,1.0000,0.5000,0.5000,0.9937
VID_ (27),2,17,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),2,18,C,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (27),2,19,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),3,4,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),3,5,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),3,6,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),3,7,N,13,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),3,8,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),3,10,N,8,1.0000,1.0000,1.0000,0.5000,0.5000,0.9936
VID_ (27),3,12,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),3,13,N,19,1.0000,1.0000,1.0000,0.5000,0.5000,0.9974
VID_ (27),3,14,N,8,1.0000,1.0000,1.0000,0.5000,0.5000,0.9936
VID_ (27),3,15,N,9,1.0000,1.0000,1.0000,0.5000,0.5000,0.9937
VID_ (27),3,17,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),3,18,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (27),3,19,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),4,5,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),4,6,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),4,7,N,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),4,10,N,8,1.0000,1.0000,1.0000,0.5000,0.5000,0.9936
VID_ (27),4,8,N,2,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (27),4,12,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),4,14,N,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (27),4,17,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),4,18,N,6,1.0000,1.0000,1.0000,0.5000,0.5000,0.9916
VID_ (27),5,6,C,6,1.0000,1.0000,1.0000,0.5000,0.5000,0.9916
VID_ (27),5,7,C,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (27),5,8,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),5,10,C,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),5,12,C,2,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (27),5,13,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),5,14,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),5,15,N,2,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (27),5,18,C,2,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (27),5,19,N,1,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (27),6,7,C,14,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (27),6,8,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),6,13,N,19,1.0000,1.0000,1.0000,0.5000,0.5000,0.9974
VID_ (27),6,14,C,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (27),6,15,N,9,1.0000,1.0000,1.0000,0.5000,0.5000,0.9937
VID_ (27),6,19,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),7,8,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),7,10,C,8,1.0000,1.0000,1.0000,0.5000,0.5000,0.9936
VID_ (27),7,12,C,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),7,13,N,19,1.0000,1.0000,1.0000,0.5000,0.5000,0.9974
VID_ (27),7,14,C,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (27),7,15,N,9,1.0000,1.0000,1.0000,0.5000,0.5000,0.9937
VID_ (27),7,17,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),7,18,C,6,1.0000,1.0000,1.0000,0.5000,0.5000,0.9916
VID_ (27),7,19,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),8,10,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),12,13,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (27),12,14,C,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),12,15,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),13,14,N,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (27),13,17,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (27),13,18,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (27),14,15,N,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (27),14,17,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (27),15,17,N,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (27),18,19,N,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (28),1,4,C,10,1.0000,1.0000,1.0000,0.5000,0.5000,0.9954
VID_ (28),1,6,C,27,1.0000,1.0000,1.0000,0.5000,0.5000,0.9982
VID_ (28),1,2,C,13,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (28),1,5,C,15,1.0000,1.0000,1.0000,0.5000,0.5000,0.9971
VID_ (28),1,8,C,4,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000
VID_ (28),1,10,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (28),1,11,C,1,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (28),2,4,C,11,1.0000,1.0000,1.0000,0.5000,0.5000,0.9961
VID_ (28),2,6,C,28,1.0000,1.0000,1.0000,0.5000,0.5000,0.9983
VID_ (28),2,5,C,17,1.0000,1.0000,1.0000,0.5000,0.5000,0.9970
VID_ (28),2,10,C,3,1.0000,1.0000,1.0000,0.5000,0.5000,0.9851
VID_ (28),4,6,C,13,1.0000,1.0000,1.0000,0.5000,0.5000,0.9967
VID_ (28),4,8,C,2,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (28),5,6,C,15,1.0000,1.0000,1.0000,0.5000,0.5000,0.9971
VID_ (28),5,8,C,5,1.0000,1.0000,1.0000,0.5000,0.5000,0.9842
VID_ (28),6,8,C,7,1.0000,1.0000,1.0000,0.5000,0.5000,0.9939
VID_ (28),2,9,C,1,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (28),6,9,C,1,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (28),9,10,C,1,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (29),1,2,C,16,1.0000,1.0000,1.0000,0.5000,0.5000,0.9970
VID_ (29),1,3,C,16,1.0000,1.0000,1.0000,0.5000,0.5000,0.9970
VID_ (29),1,4,C,15,1.0000,1.0000,1.0000,0.5000,0.5000,0.9971
VID_ (29),1,5,C,1,1.0000,1.0000,0.5000,0.5000,0.5000,0.5000
VID_ (29),2,3,C,16,1.0000,1.0000,1.0000,0.5000,0.5000,0.9970
